tax_code,tax_nm,common_nm
607617,Raja undulata,Undulate ray
607618,Mobula mobular,Devil fish
607619,Leucoraja fullonica,Shagreen ray
607620,Micropogonias furnieri,Whitemouth croaker
607641,Bothus mancus,Flowery flounder
607703,Plectorhinchus gaterinus,Blackspotted rubberlips
607706,Plectorhinchus schotaf,Minstrel sweetlip
607708,Pomadasys stridens,Striped piggy
607773,Myripristis amaena,Brick soldierfish
607903,Pomacanthus maculosus,Yellowbar angelfish
607931,Crenidens crenidens,Karenteen seabream
607945,Pelates quadrilineatus,Fourlined terapon
608097,Chlorurus microrhinos,Steephead parrotfish
608166,Rhabdosargus haffara,Haffara seabream
608172,Odontesthes regia,Silverside
608173,Girella tricuspidata,Luderick
608187,Pampus chinensis,Chinese silver pomfret
608220,Porichthys margaritatus,Daisy midshipman
608273,Bollmannia chlamydes,Bollmannia chlamydes
608275,Brotula clarkae,Pacific bearded brotula
608280,Pontinus macrocephalus,Large-headed scorpionfish
608289,Fistularia corneta,Pacific cornetfish
608315,Plectorhinchus pictus,Trout sweetlips
608326,Parapsettus panamensis,Panama spadefish
608390,Seriolella porosa,Choicy ruff
608421,Bregmaceros mcclellandi,Spotted codlet
608483,Lepidorhynchus denticulatus,Thorntooth grenadier
608490,Rexea solandri,Silver gemfish
608540,Aphanopus intermedius,Intermediate scabbardfish
608556,Pseudopleuronectes herzensteini,Littlemouth flounder
608816,Cephalopholis fulva,Coney
608852,Solea senegalensis,Senegalese sole
608924,Raja asterias,Starry ray
609000,Hydrolagus mirabilis,Large-eyed rabbitfish
609005,Rhinochimaera atlantica,Spearnose chimaera
609033,Gymnothorax maderensis,Sharktooth moray
609146,Neocyttus rhomboidalis,Spiky oreo
609204,Encheliophis gracilis,Graceful pearlfish
609217,Epinephelus caninus,Dogtooth grouper
609256,Amblyraja hyperborea,Arctic skate
609648,Zenarchopterus dispar,Feathered river-garfish
609907,Gerres nigri,Guinean striped mojarra
609908,Plectorhinchus macrolepis,Biglip grunt
610106,Nemadactylus macropterus,Tarakihi
610190,Schedophilus pemarco,Pemarco blackfish
610220,Netuma thalassina,Giant catfish
610256,Lophius vomerinus,Cape monk
610308,Patagonotothen ramsayi,Ramsay's icefish
610430,Diapterus peruvianus,Peruvian mojarra
610676,Cyttus traversi,King dory
611002,Cynoscion stolzmanni,Stolzmanns weakfish
611512,Albula glossodonta,Roundjaw bonefish
611820,Abudefduf luridus,Canary damsel
612005,Paratrachichthys trailli,Sandpaper fish
612128,Niphon spinosus,Ara
612288,Plagiogeneion rubiginosum,Rubyfish
612354,Paristiopterus labiosus,Giant boarfish
612357,Pentaceros decacanthus,Bigspined boarfish
612361,Pseudopentaceros wheeleri,Longfin armorhead
612547,Coregonus muksun,Muksun
612596,Myripristis chryseres,Yellowfin soldierfish
612917,Prolatilus jugularis,Tilefish
612918,Seriolella brama,Common warehou
612919,Seriolella caerulea,White warehou
612920,Kathetostoma giganteum,Giant stargazer
612922,Seriolella punctata,Silver warehou
612925,Porichthys porosissimus,Porichthys porosissimus
612962,Allocyttus niger,Black oreo
613025,Sparisoma cretense,Parrotfish
613139,Meuschenia scaber,Velvet leatherjacket
613144,Zearaja nasuta,New Zealand rough skate
613146,Hydrolagus novaezealandiae,Dark ghost shark
613178,Dasyatis longa,Longtail stingray
613429,Achirus klunzingeri,Brown sole
613558,Engyophrys sanctilaurentii,Speckled-tail flounder
613632,Symphurus atramentatus,Inkspot tonguefish
613664,Pennahia anea,Greyfin croaker
613721,Haemulopsis nitidus,Shining grunt
613734,Haemulopsis axillaris,Yellowstripe grunt
613738,Pomadasys macracanthus,Longspine grunt
613740,Pomadasys panamensis,Panama grunt
613954,Cyclopsetta querna,Toothed flounder
613978,Syacium ovale,Oval flounder
613998,Micropogonias altipinnis,Tallfin croaker
614009,Larimus pacificus,Pacific drum
614015,Larimus acclivis,Steeplined drum
614018,Isopisthus remifer,Silver weakfish
614030,Cynoscion reticulatus,Striped weakfish
614063,Mullus argentinae,Argentine goatfish
614069,Paralonchurus dumerilii,Suco croaker
614084,Stellifer illecebrosus,Silver stardrum
614090,Stellifer zestocarus,Softhead stardrum
614129,Centroberyx affinis,Redfish
614146,Peprilus snyderi,Salema butterfish
614155,Synodus scituliceps,Shorthead lizardfish
614220,Scorpaena russula,Reddish scorpionfish
614242,Centriscops humerosus,Banded yellowfish
614248,Diplectrum pacificum,Inshore sand perch
614290,Thunnus orientalis,Pacific bluefin tuna
614296,Pronotogrammus eos,Bigeye bass
614354,Lepidoperca pulchella,Orange perch
614383,Scarus persicus,Gulf parrotfish
614575,Cyttus novaezealandiae,New Zealand dory
615483,Himantura gerrardi,Sharpnose stingray
617286,Trachyscorpia cristulata echinata,Spiny scorpionfish
624237,Lepidopsetta bilineata,Rock sole
626675,Cilus gilberti,Corvina drum
628128,Grammoplites suppositus,Spotfin flathead
628143,Peprilus paru,American harvestfish
646376,Liza klunzingeri,Klunzingers mullet
646941,Coregonus laurettae,Bering cisco
649232,Capromimus abbreviatus,Capro dory
650136,Pseudopercis semifasciata,Argentinian sandperch
657505,Bathyraja irrasa,Kerguelen sandpaper skate
657506,Liza haematocheilus,So-iny mullet
658004,Conger cinereus,Longfin African conger
690003,Pandalus montagui,Aesop shrimp
690005,Acetes japonicus,Akiami paste shrimp
690009,Crassostrea virginica,American cupped oyster
690010,Homarus americanus,American lobster
690011,Placopecten magellanicus,American sea scallop
690016,Euphausia superba,Antarctic krill
690018,Paralomis spinosissima,Antarctic stone crab
690022,Pleoticus muelleri,Argentine red shrimp
690023,Illex argentinus,Argentine shortfin squid
690024,Artemesia longinaris,Argentine stiletto shrimp
690029,Ensis directus,Atlantic razor clam
690030,Argopecten irradians,Atlantic bay scallop
690031,Cancer irroratus,Atlantic rock crab
690032,Xiphopenaeus kroyeri,Atlantic seabob
690033,Spisula solidissima,Atlantic surf clam
690039,Panulirus cygnus,Australian spiny lobster
690042,Fenneropenaeus merguiensis,Banana prawn
690043,Pollicipes pollicipes,Barnacle
690047,Menippe mercenaria,Black stone crab
690049,Haliotis rubra,Blacklip abalone
690050,Tegillarca granosa,Granular ark
690051,Aristeus antennatus,Blue and red shrimp
690052,Callinectes sapidus,Blue crab
690053,Mytilus edulis,Blue mussel
690054,Litopenaeus stylirostris,Blue shrimp
690055,Portunus pelagicus,Blue swimming crab
690059,Illex coindetii,Broadtail shortfin squid
690060,Perna viridis,Brown mussel
690064,Saxidomus gigantea,Butter clam
690065,Argopecten gibbus,Calico scallop
690067,Loligo vulgaris,European squid
690069,Jasus lalandii,Cape rock lobster
690070,Melicertus kerathurus,Caramote prawn
690071,Panulirus argus,Caribbean spiny lobster
690075,Ostrea chilensis,Chilean flat oyster
690076,Mytilus chilensis,Chilean mussel
690077,Heterocarpus reedi,Chilean nylon shrimp
690078,Loxechinus albus,Chilean sea urchin
690081,Aulacomya ater,Cholga mussel
690082,Choromytilus chorus,Choro mussel
690085,Sepia officinalis,Common cuttlefish
690087,Cardium edule,Common edible cockle
690088,Octopus vulgaris,Common octopus
690089,Littorina littorea,Common periwinkle
690090,Palaemon serratus,Common prawn
690091,Crangon crangon,Common shrimp
690092,Palinurus elephas,Common spiny lobster
690100,Farfantepenaeus brevirostris,Crystal shrimp
690105,Callinectes danae,Dana's swimming crab
690109,Parapenaeus longirostris,Deepwater rose shrimp
690115,Cancer magister,Dungeness crab
690119,Cancer pagurus,Edible crab
690120,Metapenaeus endeavouri,Endeavour shrimp
690122,Echinus esculentus,European edible sea urchin
690123,Ostrea edulis,European flat oyster
690124,Todarodes sagittatus,European flying squid
690125,Homarus gammarus,European lobster
690127,Concholepas concholepas,False abalone
690133,Fenneropenaeus chinensis,Fleshy prawn
690143,Portunus trituberculatus,Gazami crab
690151,Penaeus monodon,Giant tiger prawn
690156,Pecten maximus,Great Atlantic scallop
690157,Pecten jacobaeus,Great Mediterranean scallop
690158,Carcinus maenas,Green crab
690161,Jasus verreauxi,Green rock lobster
690163,Penaeus semisulcatus,Green tiger prawn
690166,Ruditapes decussatus,Grooved carpet shell
690168,Parapenaeopsis atlantica,Guinea shrimp
690177,Saccostrea cuccullata,Hooded oyster
690180,Turbo cornutus,Horned turban
690185,Chlamys islandica,Iceland scallop
690189,Fenneropenaeus indicus,Indian white prawn
690190,Scylla serrata,Indo-Pacific swamp crab
690194,Haliporoides sibogae,Jack-knife shrimp
690196,Ruditapes philippinarum,Japanese carpet shell
690198,Todarodes pacificus,Japanese flying squid
690199,Meretrix lusoria,Japanese hard clam
690201,Apostichopus japonicus,Japanese sea cucumber
690203,Cancer borealis,Jonah crab
690205,Jasus frontalis,Juan Fernandez rock lobster
690206,Dosidicus gigas,Jumbo flying squid
690215,Haliporoides triarthrus,Knife shrimp
690217,Solenocera agassizii,Kolibri shrimp
690218,Mytilus coruscus,Korean mussel
690219,Marsupenaeus japonicus,Kuruma prawn
690227,Loligo pealeii,Longfin squid
690228,Panulirus longipes,Longlegged spiny lobster
690230,Mesodesma donacium,Macha clam
690232,Crassostrea rhizophorae,Mangrove cupped oyster
690241,Mytilus galloprovincialis,Mediterranean mussel
690242,Carcinus aestuarii,Mediterranean shore crab
690253,Palinurus delagoae,Natal spiny lobster
690256,Ostrea lutaria,New Zealand dredge oyster
690257,Metanephrops challengeri,New Zealand lobster
690259,Pecten novaezelandiae,New Zealand scallop
690265,Farfantepenaeus aztecus,Northern brown shrimp
690268,Farfantepenaeus duorarum,Northern pink shrimp
690269,Pandalus borealis,Northern prawn
690270,Mercenaria mercenaria,Northern quahog
690271,Illex illecebrosus,Northern shortfin squid
690272,Litopenaeus setiferus,Northern white shrimp
690273,Nephrops norvegicus,Norway lobster
690274,Meganyctiphanes norvegica,Norwegian krill
690275,Arctica islandica,Ocean quahog
690282,Argopecten ventricosus,Pacific calico scallop
690283,Crassostrea gigas,Pacific cupped oyster
690284,Panopea abrupta,Pacific geoduck
690286,Siliqua patula,Pacific razor clam
690287,Cancer productus,Pacific rock crab
690296,Loligo gahi,Patagonian squid
690302,Haliotis midae,Perlemoen abalone
690303,Argopecten purpuratus,Peruvian calico scallop
690305,Palinurus mauritanicus,Pink spiny lobster
690313,Chionoecetes opilio,Queen crab
690314,Aequipecten opercularis,Queen scallop
690321,Jasus edwardsii,Red rock lobster
690322,Pyura chilensis,Red sea squirt
690324,Asterias rubens,Red starfish
690325,Paralomis aculeata,Red stone crab
690327,Farfantepenaeus brasiliensis,Redspotted shrimp
690328,Penaeus penicillatus,Redtail prawn
690332,Mytilus platensis,River Plata mussel
690334,Sicyonia brevirostris,Rock shrimp
690335,Pleoticus robustus,Royal red shrimp
690336,Panulirus regius,Royal spiny lobster
690337,Mya arenaria,Sand gaper
690338,Farfantepenaeus paulensis,Sao Paulo shrimp
690341,Panulirus homarus,Scalloped spiny lobster
690343,Plesiopenaeus edwardsianus,Scarlet shrimp
690354,Martialia hyadesi,Sevenstar flying squid
690356,Metapenaeus joyneri,Shiba shrimp
690370,Paralomis granulosa,Softshell red crab
690374,Perna perna,South American rock mussel
690376,Farfantepenaeus subtilis,Southern brown shrimp
690377,Lithodes antarcticus,Southern king crab
690378,Farfantepenaeus notialis,Southern pink shrimp
690379,Trachysalambria curvirostris,Southern rough shrimp
690381,Palinurus gilchristi,Southern spiny lobster
690382,Litopenaeus schmitti,Southern white shrimp
690383,Metapenaeus monoceros,Speckled shrimp
690387,Maja squinado,Spinous spider crab
690392,Squilla mantis,Spottail mantis squillid
690393,Squilla biformis,Squilla biformis
690398,Mactromeris polynyma,Stimpsons surf clam
690400,Paracentrotus lividus,Stony sea urchin
690403,Aristeus varidens,Striped red shrimp
690404,Venus gallina,Striped venus
690406,Lithodes murrayi,Subantarctic stone crab
690420,Haliotis tuberculata,Tuberculate abalone
690423,Mimachlamys varia,Variegated scallop
690425,Necora puber,Velvet swimcrab
690429,Patinopecten caurinus,Weathervane scallop
690430,Nototodarus sloanii,Wellington flying squid
690431,Chaceon maritae,West African geryon
690432,Melicertus latisulcatus,Western king prawn
690433,Litopenaeus occidentalis,Western white shrimp
690434,Buccinum undatum,Whelk
690440,Litopenaeus vannamei,Whiteleg shrimp
690444,Farfantepenaeus californiensis,Yellowleg shrimp
690445,Pecten yessoensis,Yesso scallop
690455,Paralomis formosa,Formosan snow crab
690470,Ommastrephes bartramii,Neon flying squid
690494,Strongylocentrotus droebachiensis,Green sea urchin
690595,Loligo forbesii,Veined Squid
690598,Scyllarides latus,Mediterranean slipper lobster
690605,Cerastoderma edule,common edible cockle
690606,Cervimunida johni,Carrot Squat Lobster
690608,Erimacrus isenbeckii,Hair Crab
690610,Heterocarpus vicarius,Northern nylon shrimp
690611,Ibacus ciliatus,Sand Crayfish
690612,Lithodes aequispinus,Same-spine stone crab
690615,Pandalopsis japonica,Sidestripe shrimp
690616,Pandalus goniurus,Humpy shrimp
690617,Pandalus hypsinotus,Humpback shrimp
690619,Panulirus gracilis,Blue spiny lobster
690621,Paralithodes camtschaticus,Red king crab
690622,Paralithodes platypus,Blue King Crab
690624,Pleuroncodes monodon,Squat Lobster
690625,Pleuroncodes planipes,Pelagic red crab
690628,Sicyonia ingentis,Ridgeback rock shrimp
690629,Tivela mactroides,Trigonal tivela
690630,Venerupis pullastra,Pullet carpet shell
690651,Clinocardium nuttallii,Nuttall cockle
690658,Loligo opalescens,California market squid
690660,Pandalus jordani,Ocean shrimp
690665,Upogebia pugettensis,Blue mud shrimp
690666,Cardisoma guanhumi,Blue Land Crab
690671,Spisula solida,Surf clam
690674,Zidona dufresnei,Angulate volute
690676,Liocarcinus depurator,Blue-leg swimcrab
690677,Semele solida,Chilean semele
690679,Chlamys delicatula,Delicate scallop
690681,Thenus orientalis,Flathead lobster
690682,Tawera gayi,Gay's little venus
690683,Aristaeomorpha foliacea,Giant red shrimp
690684,Eledone cirrhosa,Horned octopus
690686,Zygochlamys patagonica,Patagonean scallop
690688,Paphies australis,Pipi wedge clam
690690,Callista chione,Smooth callista
690691,Jasus paulensis,St.Paul rock lobster
690692,Chione stutchburyi,Stutchbury's venus
690693,Venus verrucosa,Warty venus
690694,Nematopalaemon schmitti,Whitebelly prawn
690750,Tonna galea,Helmet ton
690752,Acanthocardia tuberculata,Tuberculate cockle
690753,Chaceon affinis,Deep-sea red crab
690754,Ensis ensis,Pod razor
690755,Ensis siliqua,Sword razor shell
690790,Holothuria atra,LOLLYFISH
690791,Holothuria edulis,PINKFISH
690796,Nerita polita,POLISHED NERITE
690806,Sepia latimanus,BROADCLUB CUTTLEFISH
690819,Bohadschia marmorata,Chalky cucumber
690882,Parribacus caledonicus,Caledonian mitten lobster
690883,Ranina ranina,Kona crab                
690891,Enteroctopus dofleini,North Pacific giant octopus
690896,Goneplax rhomboides,Goneplax rhomboides
690897,Rapana venosa,Purple whelk
690909,Cittarium pica,West Indian top shell
