am_sid,rgn_id,rgn_name,rgn_range_km2,iucn_sid,map_iucn_sid,spatial_source,cat_score,sciname
Fis-23101,162,New Zealand,672576.2783,6229,6229,iucn,0.2,Dalatias licha
Fis-23101,210,Japan,307936.5542,6229,6229,iucn,0.2,Dalatias licha
ITS-Mam-180438,112,Cuba,364798.2272,6336,6336,iucn,0,Delphinus delphis
NA,112,Cuba,364798.2272,41762,6336,iucn,0.6,Delphinus delphis
ITS-Mam-180438,162,New Zealand,2109784.6856,6336,6336,iucn,0,Delphinus delphis
NA,162,New Zealand,2109784.6856,41762,6336,iucn,0.6,Delphinus delphis
ITS-Mam-180438,210,Japan,2526937.2889,6336,6336,iucn,0,Delphinus delphis
NA,210,Japan,2526937.2889,41762,6336,iucn,0.6,Delphinus delphis
ITS-Mam-180438,1e3,Gaviota,30705.32,6336,6336,iucn,0,Delphinus delphis
NA,1e3,Gaviota,30705.32,41762,6336,iucn,0.6,Delphinus delphis
ITS-Mam-555654,162,New Zealand,240668.2309,6337,6337,iucn,0,Delphinus capensis
ITS-Mam-555654,210,Japan,518427.2116,6337,6337,iucn,0,Delphinus capensis
ITS-Mam-555654,1e3,Gaviota,30705.32,6337,6337,iucn,0,Delphinus capensis
NA,112,Cuba,364827.2273,46967807,6494,iucn,0.8,Dermochelys coriacea
NA,112,Cuba,364827.2273,46967817,6494,iucn,0.8,Dermochelys coriacea
NA,112,Cuba,364827.2273,46967827,6494,iucn,0,Dermochelys coriacea
NA,112,Cuba,364827.2273,46967838,6494,iucn,0.8,Dermochelys coriacea
NA,112,Cuba,364827.2273,46967863,6494,iucn,0.8,Dermochelys coriacea
NA,162,New Zealand,1468060.8325,46967807,6494,iucn,0.8,Dermochelys coriacea
NA,162,New Zealand,1468060.8325,46967817,6494,iucn,0.8,Dermochelys coriacea
NA,162,New Zealand,1468060.8325,46967827,6494,iucn,0,Dermochelys coriacea
NA,162,New Zealand,1468060.8325,46967838,6494,iucn,0.8,Dermochelys coriacea
NA,162,New Zealand,1468060.8325,46967863,6494,iucn,0.8,Dermochelys coriacea
NA,210,Japan,3875574.7651,46967807,6494,iucn,0.8,Dermochelys coriacea
NA,210,Japan,3875574.7651,46967817,6494,iucn,0.8,Dermochelys coriacea
NA,210,Japan,3875574.7651,46967827,6494,iucn,0,Dermochelys coriacea
NA,210,Japan,3875574.7651,46967838,6494,iucn,0.8,Dermochelys coriacea
NA,210,Japan,3875574.7651,46967863,6494,iucn,0.8,Dermochelys coriacea
NA,1e3,Gaviota,25549.8,46967807,6494,iucn,0.8,Dermochelys coriacea
NA,1e3,Gaviota,25549.8,46967817,6494,iucn,0.8,Dermochelys coriacea
NA,1e3,Gaviota,25549.8,46967827,6494,iucn,0,Dermochelys coriacea
NA,1e3,Gaviota,25549.8,46967838,6494,iucn,0.8,Dermochelys coriacea
NA,1e3,Gaviota,25549.8,46967863,6494,iucn,0.8,Dermochelys coriacea
ITS-Mam-180679,210,Japan,74234.0575,6909,6909,iucn,0.4,Dugong dugon
ITS-Mam-180547,210,Japan,8008.3617,7750,7750,iucn,0.6,Enhydra lutris
ITS-Mam-180547,1e3,Gaviota,10189.6,7750,7750,iucn,0.6,Enhydra lutris
Fis-26139,210,Japan,349876.7954,7858,7858,iucn,0.4,Epinephelus lanceolatus
Fis-163779,112,Cuba,302466.3009,7860,7860,iucn,0.8,Hyporthodus nigritus
Fis-163781,112,Cuba,115739.523,7861,7861,iucn,0.4,Hyporthodus niveatus
Fis-22722,112,Cuba,306363.7261,7862,7862,iucn,0.6,Epinephelus striatus
Rep-5181,112,Cuba,364798.2272,8005,8005,iucn,0.8,Eretmochelys imbricata
Rep-5181,162,New Zealand,2772597.5841,8005,8005,iucn,0.8,Eretmochelys imbricata
Rep-5181,210,Japan,4030951.2463,8005,8005,iucn,0.8,Eretmochelys imbricata
Rep-5181,1e3,Gaviota,30705.32,8005,8005,iucn,0.8,Eretmochelys imbricata
ITS-Mam-180655,210,Japan,20040.3122,8010,8010,iucn,0,Erignathus barbatus
ITS-Mam-180521,210,Japan,526456.0319,8097,8097,iucn,0,Eschrichtius robustus
NA,210,Japan,526456.0319,8099,8097,iucn,0.8,Eschrichtius robustus
ITS-Mam-180521,1e3,Gaviota,28135.2,8097,8097,iucn,0,Eschrichtius robustus
NA,1e3,Gaviota,28135.2,8099,8097,iucn,0.8,Eschrichtius robustus
ITS-Mam-552771,162,New Zealand,3284341.033,8153,8153,iucn,0,Eubalaena australis
ITS-Mam-180625,210,Japan,243666.2059,8239,8239,iucn,0.2,Eumetopias jubatus
ITS-Mam-180625,1e3,Gaviota,28135.2,8239,8239,iucn,0.2,Eumetopias jubatus
ITS-Mam-180466,112,Cuba,364798.2272,9249,9249,iucn,0.4,Globicephala macrorhynchus
ITS-Mam-180466,162,New Zealand,1387245.0212,9249,9249,iucn,0.4,Globicephala macrorhynchus
ITS-Mam-180466,210,Japan,4030951.2463,9249,9249,iucn,0.4,Globicephala macrorhynchus
ITS-Mam-180466,1e3,Gaviota,30705.32,9249,9249,iucn,0.4,Globicephala macrorhynchus
ITS-Mam-552461,162,New Zealand,3962109.6176,9250,9250,iucn,0,Globicephala melas
ITS-Mam-180457,112,Cuba,364798.2272,9461,9461,iucn,0,Grampus griseus
ITS-Mam-180457,162,New Zealand,2031688.2724,9461,9461,iucn,0,Grampus griseus
ITS-Mam-180457,210,Japan,4019414.7246,9461,9461,iucn,0,Grampus griseus
ITS-Mam-180457,1e3,Gaviota,30705.32,9461,9461,iucn,0,Grampus griseus
Fis-23157,112,Cuba,19074.6256,10030,10030,iucn,0.2,Hexanchus griseus
Fis-23157,162,New Zealand,425691.9596,10030,10030,iucn,0.2,Hexanchus griseus
Fis-23157,210,Japan,368361.1547,10030,10030,iucn,0.2,Hexanchus griseus
Fis-23157,1e3,Gaviota,30705.32,10030,10030,iucn,0.2,Hexanchus griseus
ITS-Mam-180505,162,New Zealand,3271604.4122,10708,10708,iucn,0,Hyperoodon planifrons
NA,112,Cuba,43407.2615,10724,10724,iucn,0,Hypoplectrus providencianus
ITS-Mam-180491,112,Cuba,364798.2272,11047,11047,iucn,0,Kogia breviceps
ITS-Mam-180491,162,New Zealand,3104693.8334,11047,11047,iucn,0,Kogia breviceps
ITS-Mam-180491,210,Japan,4009585.2265,11047,11047,iucn,0,Kogia breviceps
ITS-Mam-180491,1e3,Gaviota,30705.32,11047,11047,iucn,0,Kogia breviceps
ITS-Mam-180492,112,Cuba,364798.2272,11048,11048,iucn,0,Kogia sima
ITS-Mam-180492,162,New Zealand,1635863.5522999999,11048,11048,iucn,0,Kogia sima
ITS-Mam-180492,210,Japan,3815652.6506,11048,11048,iucn,0,Kogia sima
ITS-Mam-180492,1e3,Gaviota,30705.32,11048,11048,iucn,0,Kogia sima
Fis-23577,112,Cuba,306363.7261,11130,11130,iucn,0.4,Lachnolaimus maximus
ITS-Mam-180440,112,Cuba,364798.2272,11140,11140,iucn,0,Lagenodelphis hosei
ITS-Mam-180440,210,Japan,3203687.3548,11140,11140,iucn,0,Lagenodelphis hosei
ITS-Mam-180447,162,New Zealand,2030908.4845,11144,11144,iucn,0,Lagenorhynchus cruciger
ITS-Mam-180444,210,Japan,1639424.4164,11145,11145,iucn,0,Lagenorhynchus obliquidens
ITS-Mam-180444,1e3,Gaviota,30705.32,11145,11145,iucn,0,Lagenorhynchus obliquidens
Fis-22768,162,New Zealand,3276467.6052,11200,11200,iucn,0.4,Lamna nasus
Rep-6936,112,Cuba,238767.5397,11534,11534,iucn,0.4,Lepidochelys olivacea
Rep-6936,162,New Zealand,529440.8977,11534,11534,iucn,0.4,Lepidochelys olivacea
Rep-6936,210,Japan,952147.5842,11534,11534,iucn,0.4,Lepidochelys olivacea
Rep-6936,1e3,Gaviota,30705.32,11534,11534,iucn,0.4,Lepidochelys olivacea
ITS-Mam-180454,210,Japan,353875.7331,12125,12125,iucn,0,Lissodelphis borealis
ITS-Mam-180454,1e3,Gaviota,30705.32,12125,12125,iucn,0,Lissodelphis borealis
NA,1e3,Gaviota,25489.08,12302,12302,iucn,0,Lontra canadensis
ITS-Mam-621916,210,Japan,733.3494000000001,12419,12419,iucn,0.2,Lutra lutra
ITS-Mam-180530,112,Cuba,364798.2272,13006,13006,iucn,0,Megaptera novaeangliae
ITS-Mam-180530,162,New Zealand,4098232.2454,13006,13006,iucn,0,Megaptera novaeangliae
ITS-Mam-180530,210,Japan,4030951.2463,13006,13006,iucn,0,Megaptera novaeangliae
ITS-Mam-180530,1e3,Gaviota,30705.32,13006,13006,iucn,0,Megaptera novaeangliae
ITS-Mam-180672,1e3,Gaviota,30705.32,13581,13581,iucn,0,Mirounga angustirostris
ITS-Mam-180671,162,New Zealand,1018836.7278,13583,13583,iucn,0,Mirounga leonina
NA,112,Cuba,10827.8118,14048,14048,iucn,0.4,Mycteroperca cidi
Fis-24803,1e3,Gaviota,30705.32,14049,14049,iucn,0.6,Mycteroperca jordani
Fis-23649,112,Cuba,3651.3031,14050,14050,iucn,0,Mycteroperca microlepis
NA,210,Japan,36136.0057,14128,14128,iucn,0,Myotis daubentonii
ITS-Mam-180469,112,Cuba,364798.2272,15421,15421,iucn,0.4,Orcinus orca
ITS-Mam-180469,162,New Zealand,4098232.2454,15421,15421,iucn,0.4,Orcinus orca
ITS-Mam-180469,210,Japan,4030951.2463,15421,15421,iucn,0.4,Orcinus orca
ITS-Mam-180469,1e3,Gaviota,30705.32,15421,15421,iucn,0.4,Orcinus orca
Fis-23707,112,Cuba,10016.2836,15873,15873,iucn,0,Pagrus pagrus
ITS-Mam-180459,112,Cuba,364798.2272,16564,16564,iucn,0,Peponocephala electra
ITS-Mam-180459,162,New Zealand,245927.2664,16564,16564,iucn,0,Peponocephala electra
ITS-Mam-180459,210,Japan,3222935.9139,16564,16564,iucn,0,Peponocephala electra
ITS-Mam-180649,210,Japan,72490.9619,17013,17013,iucn,0,Phoca vitulina
ITS-Mam-180649,1e3,Gaviota,28135.2,17013,17013,iucn,0,Phoca vitulina
NA,210,Japan,1313428.1761999999,17023,17023,iucn,0,Phoca largha
ITS-Mam-180617,162,New Zealand,713873.4772,17026,17026,iucn,0.6,Phocarctos hookeri
ITS-Mam-180473,210,Japan,350284.6786,17027,17027,iucn,0,Phocoena phocoena
NA,210,Japan,350284.6786,17031,17027,iucn,0.8,Phocoena phocoena
ITS-Mam-180473,1e3,Gaviota,5079.52,17027,17027,iucn,0,Phocoena phocoena
NA,1e3,Gaviota,5079.52,17031,17027,iucn,0.8,Phocoena phocoena
ITS-Mam-180480,210,Japan,853367.8873,17032,17032,iucn,0,Phocoenoides dalli
ITS-Mam-180480,1e3,Gaviota,30705.32,17032,17032,iucn,0,Phocoenoides dalli
NA,112,Cuba,135276.4573,43398244,18175,iucn,0.8,Pristis pectinata
NA,112,Cuba,135276.4573,43398250,18175,iucn,0.8,Pristis pectinata
ITS-Mam-180463,112,Cuba,364798.2272,18596,18596,iucn,0,Pseudorca crassidens
ITS-Mam-180463,162,New Zealand,2947002.4677,18596,18596,iucn,0,Pseudorca crassidens
ITS-Mam-180463,210,Japan,4030951.2463,18596,18596,iucn,0,Pseudorca crassidens
ITS-Mam-180463,1e3,Gaviota,30705.32,18596,18596,iucn,0,Pseudorca crassidens
Fis-30583,112,Cuba,364798.2272,19488,19488,iucn,0.6,Rhincodon typus
Fis-30583,210,Japan,3236761.3206,19488,19488,iucn,0.6,Rhincodon typus
Fis-30607,112,Cuba,306363.7261,19950,19950,iucn,0.2,Scarus guacamaia
Fis-22821,1e3,Gaviota,30705.32,20047,20047,iucn,0.4,Scomberomorus concolor
NA,210,Japan,38318.5306,133710,20424,iucn,0.8,Sousa chinensis
ITS-180419,210,Japan,38318.5306,20424,20424,iucn,0.2,Sousa chinensis
ITS-Mam-180430,112,Cuba,364798.2272,20729,20729,iucn,0,Stenella attenuata
ITS-Mam-180430,162,New Zealand,716340.915,20729,20729,iucn,0,Stenella attenuata
ITS-Mam-180430,210,Japan,3674922.4084,20729,20729,iucn,0,Stenella attenuata
ITS-Mam-180434,112,Cuba,364798.2272,20731,20731,iucn,0,Stenella coeruleoalba
ITS-Mam-180434,162,New Zealand,2917908.5745,20731,20731,iucn,0,Stenella coeruleoalba
ITS-Mam-180434,210,Japan,4030951.2463,20731,20731,iucn,0,Stenella coeruleoalba
ITS-Mam-180434,1e3,Gaviota,30705.32,20731,20731,iucn,0,Stenella coeruleoalba
ITS-Mam-180429,112,Cuba,364798.2272,20733,20733,iucn,0.4,Stenella longirostris
ITS-Mam-180429,162,New Zealand,692687.1054,20733,20733,iucn,0.4,Stenella longirostris
ITS-Mam-180429,210,Japan,3570978.7805,20733,20733,iucn,0.4,Stenella longirostris
ITS-Mam-180417,112,Cuba,364798.2272,20738,20738,iucn,0,Steno bredanensis
ITS-Mam-180417,162,New Zealand,382704.3914,20738,20738,iucn,0,Steno bredanensis
ITS-Mam-180417,210,Japan,3960476.8501,20738,20738,iucn,0,Steno bredanensis
ITS-Mam-180417,1e3,Gaviota,30705.32,20738,20738,iucn,0,Steno bredanensis
Fis-28765,210,Japan,719205.5461,21341,21341,iucn,0,Takifugu niphobles
Fis-55125,210,Japan,988593.3384,21342,21342,iucn,0,Takifugu poecilonotus
Fis-28762,210,Japan,613637.7633,21343,21343,iucn,0,Takifugu xanthopterus
Fis-22832,112,Cuba,184028.3152,21856,21856,iucn,0.2,Thunnus alalunga
Fis-22832,162,New Zealand,2220941.3846,21856,21856,iucn,0.2,Thunnus alalunga
Fis-22832,210,Japan,3537149.9886,21856,21856,iucn,0.2,Thunnus alalunga
Fis-22832,1e3,Gaviota,30705.32,21856,21856,iucn,0.2,Thunnus alalunga
Fis-22833,112,Cuba,188293.2048,21857,21857,iucn,0.2,Thunnus albacares
Fis-22833,162,New Zealand,1619349.8347,21857,21857,iucn,0.2,Thunnus albacares
Fis-22833,210,Japan,3210647.0711,21857,21857,iucn,0.2,Thunnus albacares
Fis-22833,1e3,Gaviota,30705.32,21857,21857,iucn,0.2,Thunnus albacares
Fis-22835,162,New Zealand,3565115.1086,21858,21858,iucn,0.8,Thunnus maccoyii
Fis-22836,112,Cuba,181285.6372,21859,21859,iucn,0.4,Thunnus obesus
Fis-22836,162,New Zealand,1133243.9063,21859,21859,iucn,0.4,Thunnus obesus
Fis-22836,210,Japan,3181853.2003,21859,21859,iucn,0.4,Thunnus obesus
Fis-22836,1e3,Gaviota,30705.32,21859,21859,iucn,0.4,Thunnus obesus
Fis-49220,112,Cuba,60034.747,21860,21860,iucn,0.6,Thunnus thynnus
ITS-Mam-180684,112,Cuba,239205.0029,22103,22103,iucn,0.4,Trichechus manatus
ITS-Mam-180426,112,Cuba,364798.2272,22563,22563,iucn,0,Tursiops truncatus
NA,112,Cuba,364798.2272,194300,22563,iucn,0.8,Tursiops truncatus
ITS-Mam-180426,162,New Zealand,3100099.7,22563,22563,iucn,0,Tursiops truncatus
NA,162,New Zealand,3100099.7,194300,22563,iucn,0.8,Tursiops truncatus
ITS-Mam-180426,210,Japan,3953477.425,22563,22563,iucn,0,Tursiops truncatus
NA,210,Japan,3953477.425,194300,22563,iucn,0.8,Tursiops truncatus
ITS-Mam-180426,1e3,Gaviota,30705.32,22563,22563,iucn,0,Tursiops truncatus
NA,1e3,Gaviota,30705.32,194300,22563,iucn,0.8,Tursiops truncatus
NA,1e3,Gaviota,10250.32,22781,22781,iucn,0.2,Urocyon littoralis
NA,210,Japan,141964.4859,22949,22949,iucn,0,Vespertilio sinensis
Fis-29576,112,Cuba,136595.7119,23148,23148,iucn,0,Xiphias gladius
Fis-29576,162,New Zealand,2934806.439,23148,23148,iucn,0,Xiphias gladius
Fis-29576,210,Japan,3904386.8967,23148,23148,iucn,0,Xiphias gladius
Fis-29576,1e3,Gaviota,30705.32,23148,23148,iucn,0,Xiphias gladius
ITS-Mam-180498,112,Cuba,364798.2272,23211,23211,iucn,0,Ziphius cavirostris
ITS-Mam-180498,162,New Zealand,3076994.2564,23211,23211,iucn,0,Ziphius cavirostris
ITS-Mam-180498,210,Japan,4030951.2463,23211,23211,iucn,0,Ziphius cavirostris
ITS-Mam-180498,1e3,Gaviota,30705.32,23211,23211,iucn,0,Ziphius cavirostris
Fis-24556,112,Cuba,306363.7261,39303,39303,iucn,0.2,Dermatolepis inermis
Fis-29541,1e3,Gaviota,30705.32,39328,39328,iucn,0.2,Squatina californica
Fis-23150,1e3,Gaviota,30705.32,39333,39333,iucn,0,Heterodontus francisci
Fis-23153,162,New Zealand,59570.1309,39334,39334,iucn,0,Heterodontus portusjacksoni
Fis-25899,162,New Zealand,118234.18969999999,39337,39337,iucn,0.2,Pseudocarcharias kamoharai
Fis-25899,210,Japan,3307505.8777,39337,39337,iucn,0.2,Pseudocarcharias kamoharai
Fis-31577,112,Cuba,316144.4991,39338,39338,iucn,0,Megachasma pelagios
Fis-31577,162,New Zealand,542989.3335,39338,39338,iucn,0,Megachasma pelagios
Fis-31577,210,Japan,3733026.8343,39338,39338,iucn,0,Megachasma pelagios
Fis-31577,1e3,Gaviota,30705.32,39338,39338,iucn,0,Megachasma pelagios
Fis-23899,112,Cuba,364798.2272,39339,39339,iucn,0.4,Alopias vulpinus
Fis-23899,162,New Zealand,3762708.7596,39339,39339,iucn,0.4,Alopias vulpinus
Fis-23899,210,Japan,3045858.3749,39339,39339,iucn,0.4,Alopias vulpinus
Fis-23899,1e3,Gaviota,30705.32,39339,39339,iucn,0.4,Alopias vulpinus
Fis-58485,112,Cuba,364798.2272,39341,39341,iucn,0.4,Isurus oxyrinchus
Fis-58485,162,New Zealand,1452143.7744,39341,39341,iucn,0.4,Isurus oxyrinchus
Fis-58485,210,Japan,3811559.9068,39341,39341,iucn,0.4,Isurus oxyrinchus
Fis-58485,1e3,Gaviota,30705.32,39341,39341,iucn,0.4,Isurus oxyrinchus
Fis-29426,210,Japan,1369344.6377,39342,39342,iucn,0,Lamna ditropis
Fis-29426,1e3,Gaviota,30705.32,39342,39342,iucn,0,Lamna ditropis
Fis-25233,162,New Zealand,882637.2718,39352,39352,iucn,0.4,Galeorhinus galeus
Fis-25233,1e3,Gaviota,30705.32,39352,39352,iucn,0.4,Galeorhinus galeus
Fis-25902,210,Japan,199543.0091,39354,39354,iucn,0,Hypogaleus hyugaensis
Fis-31592,162,New Zealand,976303.956,39356,39356,iucn,0,Mustelus lenticulatus
Fis-24132,112,Cuba,309160.927,39359,39359,iucn,0.2,Mustelus canis
NA,1e3,Gaviota,30705.32,39363,39363,iucn,0,Triakis semifasciata
Fis-23051,112,Cuba,311774.015,39368,39368,iucn,0.2,Carcharhinus brevipinna
Fis-23051,210,Japan,362748.1928,39368,39368,iucn,0.2,Carcharhinus brevipinna
Fis-23054,112,Cuba,364798.2272,39370,39370,iucn,0.2,Carcharhinus falciformis
Fis-23054,162,New Zealand,312838.246,39370,39370,iucn,0.2,Carcharhinus falciformis
Fis-23054,210,Japan,1673654.3132,39370,39370,iucn,0.2,Carcharhinus falciformis
Fis-23059,112,Cuba,123590.4041,39372,39372,iucn,0.2,Carcharhinus leucas
Fis-23061,112,Cuba,364798.2272,39374,39374,iucn,0.4,Carcharhinus longimanus
Fis-23061,162,New Zealand,317678.9899,39374,39374,iucn,0.4,Carcharhinus longimanus
Fis-23061,210,Japan,1007750.5023,39374,39374,iucn,0.4,Carcharhinus longimanus
Fis-23063,210,Japan,160539.3443,39375,39375,iucn,0.2,Carcharhinus melanopterus
Fis-23129,112,Cuba,311774.015,39378,39378,iucn,0.2,Galeocerdo cuvier
Fis-23129,162,New Zealand,167382.9297,39378,39378,iucn,0.2,Galeocerdo cuvier
Fis-23129,210,Japan,433547.1193,39378,39378,iucn,0.2,Galeocerdo cuvier
Fis-23129,1e3,Gaviota,25610.52,39378,39378,iucn,0.2,Galeocerdo cuvier
Fis-23194,112,Cuba,306363.7261,39380,39380,iucn,0.2,Negaprion brevirostris
Fis-23222,112,Cuba,364798.2272,39381,39381,iucn,0.2,Prionace glauca
Fis-23222,162,New Zealand,4098232.2454,39381,39381,iucn,0.2,Prionace glauca
Fis-23222,210,Japan,3495090.7427,39381,39381,iucn,0.2,Prionace glauca
Fis-23222,1e3,Gaviota,30705.32,39381,39381,iucn,0.2,Prionace glauca
NA,112,Cuba,55379.440800000004,39382,39382,iucn,0,Rhizoprionodon terraenovae
Fis-29505,210,Japan,351063.3578,39383,39383,iucn,0.2,Scoliodon laticaudus
Fis-23311,210,Japan,784832.9373,39384,39384,iucn,0.2,Triaenodon obesus
Fis-23273,112,Cuba,330627.6536,39385,39385,iucn,0.6,Sphyrna lewini
Fis-23273,210,Japan,787236.8596,39385,39385,iucn,0.6,Sphyrna lewini
Fis-23273,1e3,Gaviota,28165.559999999998,39385,39385,iucn,0.6,Sphyrna lewini
Fis-23274,112,Cuba,311774.015,39386,39386,iucn,0.6,Sphyrna mokarran
Fis-23274,210,Japan,633286.8836000001,39386,39386,iucn,0.6,Sphyrna mokarran
Fis-23275,112,Cuba,105584.39660000001,39387,39387,iucn,0,Sphyrna tiburo
Fis-23275,1e3,Gaviota,28165.559999999998,39387,39387,iucn,0,Sphyrna tiburo
Fis-23277,112,Cuba,125317.0174,39388,39388,iucn,0.4,Sphyrna zygaena
Fis-23277,162,New Zealand,711525.3659,39388,39388,iucn,0.4,Sphyrna zygaena
Fis-23277,210,Japan,433784.4089,39388,39388,iucn,0.4,Sphyrna zygaena
Fis-23277,1e3,Gaviota,30705.32,39388,39388,iucn,0.4,Sphyrna zygaena
Fis-26906,210,Japan,177739.8069,39389,39389,iucn,0.6,Anoxypristis cuspidata
Fis-30722,1e3,Gaviota,30705.32,39396,39396,iucn,0,Tetronarce californica
Fis-23322,112,Cuba,306363.7261,39415,39415,iucn,0.2,Aetobatus narinari
Fis-23322,210,Japan,451372.73850000004,39415,39415,iucn,0.2,Aetobatus narinari
Fis-30330,1e3,Gaviota,30705.32,39416,39416,iucn,0,Myliobatis californicus
Fis-26117,210,Japan,273870.5738,39773,39773,iucn,0,Cephalopholis boenak
Fis-26129,210,Japan,517953.623,39774,39774,iucn,0.4,Cromileptes altivelis
ITS-Mam-180631,162,New Zealand,3109036.3707,41664,41664,iucn,0,Arctocephalus forsteri
ITS-Mam-180621,1e3,Gaviota,30705.32,41666,41666,iucn,0,Zalophus californianus
ITS-Mam-622021,210,Japan,60228.1429,41670,41670,iucn,0,Histriophoca fasciata
ITS-Mam-622018,210,Japan,40726.2054,41672,41672,iucn,0,Pusa hispida
ITS-Mam-612591,210,Japan,1503034.1743,41711,41711,iucn,0.6,Eubalaena japonica
ITS-Mam-180537,112,Cuba,4441.9696,41712,41712,iucn,0.6,Eubalaena glacialis
Fis-145092,162,New Zealand,1630816.831,41719,41719,iucn,0,Apristurus exsanguis
Fis-24448,210,Japan,198.04960000000003,41730,41730,iucn,0.2,Atelomycterus marmoratus
Fis-23053,210,Japan,207911.8243,41734,41734,iucn,0.2,Carcharhinus dussumieri
Fis-23056,162,New Zealand,93738.3406,41736,41736,iucn,0.2,Carcharhinus galapagensis
Fis-23062,210,Japan,76910.9466,41737,41737,iucn,0.2,Carcharhinus macloti
Fis-29319,162,New Zealand,58448.1386,41740,41740,iucn,0.6,Centrophorus harrissoni
Fis-23050,112,Cuba,35564.1566,41741,41741,iucn,0.2,Carcharhinus brachyurus
Fis-23050,162,New Zealand,417878.4361,41741,41741,iucn,0.2,Carcharhinus brachyurus
Fis-23050,210,Japan,558106.1494999999,41741,41741,iucn,0.2,Carcharhinus brachyurus
Fis-23050,1e3,Gaviota,28165.559999999998,41741,41741,iucn,0.2,Carcharhinus brachyurus
Fis-31073,162,New Zealand,675090.5159,41743,41743,iucn,0,Callorhinchus milii
Fis-29328,112,Cuba,30089.0526,41747,41747,iucn,0.2,Centroscymnus coelolepis
Fis-29328,162,New Zealand,701549.9833,41747,41747,iucn,0.2,Centroscymnus coelolepis
Fis-29328,210,Japan,327397.8984,41747,41747,iucn,0.2,Centroscymnus coelolepis
Fis-61506,162,New Zealand,764164.6401,41749,41749,iucn,0,Centroscymnus owstonii
Fis-61506,210,Japan,278552.1824,41749,41749,iucn,0,Centroscymnus owstonii
Fis-23081,162,New Zealand,951613.9687,41752,41752,iucn,0,Cephaloscyllium isabellum
NA,210,Japan,370129.0463,41754,41754,iucn,0.4,Neophocaena asiaeorientalis
ITS-Mam-180488,112,Cuba,364798.2272,41755,41755,iucn,0.4,Physeter macrocephalus
ITS-Mam-180488,162,New Zealand,4098232.2454,41755,41755,iucn,0.4,Physeter macrocephalus
ITS-Mam-180488,210,Japan,4030951.2463,41755,41755,iucn,0.4,Physeter macrocephalus
ITS-Mam-180488,1e3,Gaviota,30705.32,41755,41755,iucn,0.4,Physeter macrocephalus
Fis-25892,210,Japan,228551.19019999998,41791,41791,iucn,0.2,Chiloscyllium indicum
Fis-30780,210,Japan,341391.5207,41792,41792,iucn,0.2,Chiloscyllium griseum
Fis-29338,162,New Zealand,656074.2625,41794,41794,iucn,0,Chlamydoselachus anguineus
Fis-29338,210,Japan,639239.6153,41794,41794,iucn,0,Chlamydoselachus anguineus
Fis-29338,1e3,Gaviota,30705.32,41794,41794,iucn,0,Chlamydoselachus anguineus
Fis-29340,210,Japan,197047.7465,41795,41795,iucn,0.2,Cirrhigaleus barbifer
Fis-26085,162,New Zealand,747983.7966,41796,41796,iucn,0,Bathytoshia brevicaudata
Fis-23103,162,New Zealand,1071284.246,41798,41798,iucn,0,Deania calcea
Fis-23103,210,Japan,333355.70279999997,41798,41798,iucn,0,Deania calcea
Fis-131849,162,New Zealand,796824.0667,41799,41799,iucn,0.2,Dipturus innominatus
Fis-161073,162,New Zealand,755089.5096,41800,41800,iucn,0,Zearaja nasutus
Fis-29367,162,New Zealand,653062.8368,41802,41802,iucn,0.2,Echinorhinus cookei
Fis-29367,210,Japan,22992.019,41802,41802,iucn,0.2,Echinorhinus cookei
Fis-29367,1e3,Gaviota,30705.32,41802,41802,iucn,0.2,Echinorhinus cookei
Fis-131447,162,New Zealand,1633425.5344,41803,41803,iucn,0,Etmopterus baxteri
Fis-23128,210,Japan,26831.0587,41810,41810,iucn,0.6,Eusphyra blochii
Fis-25898,162,New Zealand,413590.664,41814,41814,iucn,0,Gollum attenuatus
Fis-31570,210,Japan,15902.679,41816,41816,iucn,0.4,Hemigaleus microstoma
Fis-23149,112,Cuba,102866.18860000001,41823,41823,iucn,0.2,Heptranchias perlo
Fis-23149,162,New Zealand,717396.1672,41823,41823,iucn,0.2,Heptranchias perlo
Fis-23149,210,Japan,266841.7842,41823,41823,iucn,0.2,Heptranchias perlo
Fis-23156,210,Japan,306747.2963,41825,41825,iucn,0,Heterodontus zebra
Fis-146557,162,New Zealand,1798765.7455,41826,41826,iucn,0,Hydrolagus bemisi
Fis-28784,162,New Zealand,691374.1659,41827,41827,iucn,0,Hydrolagus novaezealandiae
Fis-23161,112,Cuba,57654.8104,41830,41830,iucn,0,Isistius brasiliensis
Fis-23161,210,Japan,196330.8613,41830,41830,iucn,0,Isistius brasiliensis
Fis-29436,210,Japan,504039.0619,41831,41831,iucn,0,Loxodon macrorhinus
Fis-21798,162,New Zealand,284105.8808,41833,41833,iucn,0.2,Mobula japanica
Fis-21798,210,Japan,840270.6701,41833,41833,iucn,0.2,Mobula japanica
Fis-21798,1e3,Gaviota,20500.64,41833,41833,iucn,0.2,Mobula japanica
Fis-25888,210,Japan,482493.7682,41835,41835,iucn,0.4,Nebrius ferrugineus
Fis-32975,210,Japan,597401.4295,41848,41848,iucn,0.4,Rhina ancylostoma
Fis-23239,210,Japan,565423.9055,41850,41850,iucn,0,Rhizoprionodon acutus
NA,210,Japan,194232.998,41854,41854,iucn,0.4,Rhynchobatus laevis
Fis-61691,210,Japan,780916.739,41858,41858,iucn,0,Squaliolus aliae
