"country","commodity","year","value","category"
"Croatia","Agar agar nei","1990",,"swd"
"Croatia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Cuba","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Cyprus","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Czech Republic","Agar agar nei","1990",,"swd"
"Czech Republic","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Denmark","Agar agar nei","1990",0,"swd"
"Denmark","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Djibouti","Agar agar nei","1990",,"swd"
"Dominica","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Dominican Republic","Agar agar nei","1990",,"swd"
"Dominican Republic","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Ecuador","Agar agar nei","1990",,"swd"
"Ecuador","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Egypt","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Eritrea","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Estonia","Agar agar nei","1990",,"swd"
"Estonia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Fiji, Republic of","Kelp","1990",,"swd"
"Fiji, Republic of","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Finland","Agar agar nei","1990",,"swd"
"Finland","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"France","Agar agar nei","1990",,"swd"
"France","Other seaweeds and aquatic plants and products thereof","1990",1952,"swd"
"French Polynesia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Georgia","Agar agar nei","1990",,"swd"
"Georgia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Germany","Agar agar nei","1990",0,"swd"
"Germany","Other seaweeds and aquatic plants and products thereof","1990",171,"swd"
"Ghana","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Greece","Agar agar nei","1990",,"swd"
"Greece","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Greenland","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Grenada","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Guatemala","Agar agar nei","1990",,"swd"
"Guatemala","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Guyana","Agar agar nei","1990",,"swd"
"Guyana","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Haiti","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Honduras","Agar agar nei","1990",,"swd"
"Honduras","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Hungary","Agar agar nei","1990",,"swd"
"Hungary","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Iceland","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"India","Agar agar nei","1990",,"swd"
"India","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Indonesia","Agar agar nei","1990",,"swd"
"Indonesia","Other seaweeds and aquatic plants and products thereof","1990",7865,"swd"
"Ireland","Agar agar nei","1990",,"swd"
"Ireland","Other seaweeds and aquatic plants and products thereof","1990",1397,"swd"
"Israel","Agar agar nei","1990",,"swd"
"Israel","Other seaweeds and aquatic plants and products thereof","1990",1302,"swd"
"Italy","Agar agar nei","1990",,"swd"
"Italy","Other seaweeds and aquatic plants and products thereof","1990",235,"swd"
"Jamaica","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Japan","Agar agar nei","1990",,"swd"
"Japan","Laver, nei","1990",,"swd"
"Japan","Other red algae","1990",,"swd"
"Japan","Other seaweeds and aquatic plants and products thereof","1990",34781,"swd"
"Kazakhstan","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Kenya","Agar agar nei","1990",,"swd"
"Kenya","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Kiribati","Other seaweeds and aquatic plants and products thereof","1990",565,"swd"
"Korea, Dem. People's Rep","Agar agar nei","1990",,"swd"
"Korea, Dem. People's Rep","Hizikia fusiforme (brown algae)","1990",,"swd"
"Korea, Dem. People's Rep","Other edible seaweeds","1990",,"swd"
"Korea, Dem. People's Rep","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Korea, Republic of","Agar agar in powder","1990",2748,"swd"
"Korea, Republic of","Agar agar in strips","1990",9663,"swd"
"Korea, Republic of","Agar agar nei","1990",121,"swd"
"Korea, Republic of","Green laver","1990",974,"swd"
"Korea, Republic of","Hizikia fusiforme (brown algae)","1990",27404,"swd"
"Korea, Republic of","Kelp","1990",0,"swd"
"Korea, Republic of","Kelp meal","1990",45,"swd"
"Korea, Republic of","Laver, dry","1990",4562,"swd"
"Korea, Republic of","Laver, nei","1990",580,"swd"
"Korea, Republic of","Other brown algae (laminaria, eisenia/ecklonia)","1990",620,"swd"
"Korea, Republic of","Other red algae","1990",1270,"swd"
"Korea, Republic of","Other seaweeds and aquatic plants and products thereof","1990",6808,"swd"
"Korea, Republic of","Undaria pinnafitida (brown algae)","1990",73051,"swd"
"Kuwait","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Kyrgyzstan","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Lao People's Dem. Rep.","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Latvia","Agar agar nei","1990",,"swd"
"Latvia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Lebanon","Agar agar nei","1990",,"swd"
"Lebanon","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Lesotho","Agar agar nei","1990",,"swd"
"Lithuania","Agar agar nei","1990",,"swd"
"Lithuania","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Luxembourg","Agar agar nei","1990",,"swd"
"Luxembourg","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Macedonia, Fmr Yug Rp of","Agar agar nei","1990",,"swd"
"Macedonia, Fmr Yug Rp of","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Madagascar","Other edible seaweeds","1990",49,"swd"
"Madagascar","Other seaweeds and aquatic plants and products thereof","1990",60,"swd"
"Malaysia","Agar agar nei","1990",,"swd"
"Malaysia","Other inedible seaweeds","1990",,"swd"
"Malaysia","Other seaweeds and aquatic plants and products thereof","1990",160,"swd"
"Mauritania","Agar agar nei","1990",,"swd"
"Mauritius","Agar agar nei","1990",,"swd"
"Mauritius","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Mexico","Agar agar nei","1990",,"swd"
"Mexico","Other seaweeds and aquatic plants and products thereof","1990",1634,"swd"
"Moldova, Republic of","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Mongolia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Morocco","Agar agar nei","1990",,"swd"
"Morocco","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Mozambique","Agar agar nei","1990",,"swd"
"Mozambique","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Namibia","Agar agar nei","1990",,"swd"
"Namibia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Netherlands","Agar agar nei","1990",,"swd"
"Netherlands","Other seaweeds and aquatic plants and products thereof","1990",37,"swd"
"Netherlands Antilles","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"New Caledonia","Agar agar nei","1990",,"swd"
"New Caledonia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"New Zealand","Agar agar nei","1990",,"swd"
"New Zealand","Hizikia fusiforme (brown algae)","1990",,"swd"
"New Zealand","Other seaweeds and aquatic plants and products thereof","1990",20,"swd"
"Nicaragua","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Niger","Agar agar nei","1990",,"swd"
"Niger","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Nigeria","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Norway","Agar agar nei","1990",,"swd"
"Norway","Other seaweeds and aquatic plants and products thereof","1990",2498,"swd"
"Pakistan","Agar agar nei","1990",,"swd"
"Pakistan","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Palau","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Panama","Agar agar nei","1990",,"swd"
"Panama","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Peru","Agar agar nei","1990",,"swd"
"Peru","Other seaweeds and aquatic plants and products thereof","1990",232,"swd"
"Philippines","Agar agar nei","1990",,"swd"
"Philippines","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Poland","Agar agar nei","1990",,"swd"
"Poland","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Portugal","Agar agar nei","1990",,"swd"
"Portugal","Other seaweeds and aquatic plants and products thereof","1990",433,"swd"
"Romania","Agar agar nei","1990",,"swd"
"Romania","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Russian Federation","Agar agar nei","1990",,"swd"
"Russian Federation","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Saint Kitts and Nevis","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Saint Lucia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Saudi Arabia","Agar agar nei","1990",,"swd"
"Saudi Arabia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Senegal","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Serbia","Agar agar nei","1990",,"swd"
"Serbia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Serbia and Montenegro","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Seychelles","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Sierra Leone","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Singapore","Agar agar nei","1990",,"swd"
"Singapore","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Slovakia","Agar agar nei","1990",,"swd"
"Slovakia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Slovenia","Agar agar nei","1990",,"swd"
"Slovenia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Solomon Islands","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"South Africa","Agar agar nei","1990",,"swd"
"South Africa","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Spain","Agar agar nei","1990",,"swd"
"Spain","Other seaweeds and aquatic plants and products thereof","1990",564,"swd"
"Sri Lanka","Agar agar nei","1990",,"swd"
"Sri Lanka","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"St. Pierre and Miquelon","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Sudan (former)","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Swaziland","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Sweden","Agar agar nei","1990",,"swd"
"Sweden","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Switzerland","Agar agar nei","1990",,"swd"
"Switzerland","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Syrian Arab Republic","Agar agar nei","1990",,"swd"
"Syrian Arab Republic","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Taiwan Province of China","Agar agar nei","1990",,"swd"
"Taiwan Province of China","Carrageen (Chondrus crispus)","1990",0,"swd"
"Taiwan Province of China","Laver, nei","1990",,"swd"
"Taiwan Province of China","Other brown algae (laminaria, eisenia/ecklonia)","1990",,"swd"
"Taiwan Province of China","Other red algae","1990",,"swd"
"Taiwan Province of China","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Tanzania, United Rep. of","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Thailand","Agar agar nei","1990",,"swd"
"Thailand","Other edible seaweeds","1990",,"swd"
"Thailand","Other inedible seaweeds","1990",,"swd"
"Thailand","Other seaweeds and aquatic plants and products thereof","1990",1327,"swd"
"Timor-Leste","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Tonga","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Trinidad and Tobago","Agar agar nei","1990",,"swd"
"Trinidad and Tobago","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Tunisia","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Turkey","Agar agar nei","1990",,"swd"
"Turkey","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Uganda","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Ukraine","Agar agar nei","1990",,"swd"
"Ukraine","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"United Arab Emirates","Agar agar nei","1990",,"swd"
"United Arab Emirates","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"United Kingdom","Agar agar nei","1990",,"swd"
"United Kingdom","Other seaweeds and aquatic plants and products thereof","1990",1665,"swd"
"United States of America","Agar agar nei","1990",,"swd"
"United States of America","Other seaweeds and aquatic plants and products thereof","1990",9904,"swd"
"Uruguay","Agar agar nei","1990",,"swd"
"Uruguay","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Uzbekistan","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Venezuela, Boliv Rep of","Agar agar nei","1990",,"swd"
"Venezuela, Boliv Rep of","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Viet Nam","Agar agar nei","1990",,"swd"
"Viet Nam","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Yemen","Agar agar nei","1990",,"swd"
"Yemen","Other seaweeds and aquatic plants and products thereof","1990",,"swd"
"Albania","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Algeria","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Argentina","Agar agar nei","1991",,"swd"
"Argentina","Other seaweeds and aquatic plants and products thereof","1991",369,"swd"
"Armenia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Aruba","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Australia","Agar agar nei","1991",,"swd"
"Australia","Other seaweeds and aquatic plants and products thereof","1991",1486,"swd"
"Austria","Agar agar nei","1991",,"swd"
"Austria","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Bangladesh","Agar agar nei","1991",,"swd"
"Bangladesh","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Barbados","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Belarus","Agar agar nei","1991",,"swd"
"Belarus","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Belgium","Agar agar nei","1991",,"swd"
"Belgium","Other seaweeds and aquatic plants and products thereof","1991",141,"swd"
"Belize","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Bermuda","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Bosnia and Herzegovina","Agar agar nei","1991",,"swd"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Botswana","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Brazil","Agar agar nei","1991",,"swd"
"Brazil","Other seaweeds and aquatic plants and products thereof","1991",266,"swd"
"Brunei Darussalam","Agar agar nei","1991",,"swd"
"Brunei Darussalam","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Bulgaria","Agar agar nei","1991",,"swd"
"Bulgaria","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Cambodia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Canada","Agar agar nei","1991",,"swd"
"Canada","Other seaweeds and aquatic plants and products thereof","1991",4419,"swd"
"Cayman Islands","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Chile","Agar agar nei","1991",,"swd"
"Chile","Other seaweeds and aquatic plants and products thereof","1991",17586,"swd"
"China","Agar agar nei","1991",,"swd"
"China","Laver, dry","1991",,"swd"
"China","Laver, nei","1991",,"swd"
"China","Other brown algae (laminaria, eisenia/ecklonia)","1991",,"swd"
"China","Other red algae","1991",,"swd"
"China","Other seaweeds and aquatic plants and products thereof","1991",1038,"swd"
"China","Undaria pinnafitida (brown algae)","1991",,"swd"
"China, Hong Kong SAR","Agar agar nei","1991",,"swd"
"China, Hong Kong SAR","Other seaweeds and aquatic plants and products thereof","1991",447,"swd"
"China, Macao SAR","Agar agar nei","1991",,"swd"
"China, Macao SAR","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Colombia","Agar agar nei","1991",,"swd"
"Colombia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Congo, Dem. Rep. of the","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Cook Islands","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Costa Rica","Agar agar nei","1991",,"swd"
"Costa Rica","Other seaweeds and aquatic plants and products thereof","1991",290,"swd"
"Croatia","Agar agar nei","1991",,"swd"
"Croatia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Cuba","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Cyprus","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Czech Republic","Agar agar nei","1991",,"swd"
"Czech Republic","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Denmark","Agar agar nei","1991",0,"swd"
"Denmark","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Djibouti","Agar agar nei","1991",,"swd"
"Dominica","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Dominican Republic","Agar agar nei","1991",,"swd"
"Dominican Republic","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Ecuador","Agar agar nei","1991",,"swd"
"Ecuador","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Egypt","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Eritrea","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Estonia","Agar agar nei","1991",,"swd"
"Estonia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Fiji, Republic of","Kelp","1991",,"swd"
"Fiji, Republic of","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Finland","Agar agar nei","1991",,"swd"
"Finland","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"France","Agar agar nei","1991",,"swd"
"France","Other seaweeds and aquatic plants and products thereof","1991",3502,"swd"
"French Polynesia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Georgia","Agar agar nei","1991",,"swd"
"Georgia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Germany","Agar agar nei","1991",0,"swd"
"Germany","Other seaweeds and aquatic plants and products thereof","1991",181,"swd"
"Ghana","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Greece","Agar agar nei","1991",,"swd"
"Greece","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Greenland","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Grenada","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Guatemala","Agar agar nei","1991",,"swd"
"Guatemala","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Guyana","Agar agar nei","1991",,"swd"
"Guyana","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Haiti","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Honduras","Agar agar nei","1991",,"swd"
"Honduras","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Hungary","Agar agar nei","1991",,"swd"
"Hungary","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Iceland","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"India","Agar agar nei","1991",,"swd"
"India","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Indonesia","Agar agar nei","1991",,"swd"
"Indonesia","Other seaweeds and aquatic plants and products thereof","1991",5676,"swd"
"Ireland","Agar agar nei","1991",,"swd"
"Ireland","Other seaweeds and aquatic plants and products thereof","1991",1451,"swd"
"Israel","Agar agar nei","1991",,"swd"
"Israel","Other seaweeds and aquatic plants and products thereof","1991",2510,"swd"
"Italy","Agar agar nei","1991",,"swd"
"Italy","Other seaweeds and aquatic plants and products thereof","1991",86,"swd"
"Jamaica","Other seaweeds and aquatic plants and products thereof","1991",26,"swd"
"Japan","Agar agar nei","1991",,"swd"
"Japan","Laver, nei","1991",,"swd"
"Japan","Other red algae","1991",,"swd"
"Japan","Other seaweeds and aquatic plants and products thereof","1991",32281,"swd"
"Kazakhstan","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Kenya","Agar agar nei","1991",,"swd"
"Kenya","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Kiribati","Other seaweeds and aquatic plants and products thereof","1991",527,"swd"
"Korea, Dem. People's Rep","Agar agar nei","1991",,"swd"
"Korea, Dem. People's Rep","Hizikia fusiforme (brown algae)","1991",,"swd"
"Korea, Dem. People's Rep","Other edible seaweeds","1991",,"swd"
"Korea, Dem. People's Rep","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Korea, Republic of","Agar agar in powder","1991",2664,"swd"
"Korea, Republic of","Agar agar in strips","1991",10252,"swd"
"Korea, Republic of","Agar agar nei","1991",162,"swd"
"Korea, Republic of","Green laver","1991",1097,"swd"
"Korea, Republic of","Hizikia fusiforme (brown algae)","1991",29895,"swd"
"Korea, Republic of","Kelp","1991",0,"swd"
"Korea, Republic of","Kelp meal","1991",32,"swd"
"Korea, Republic of","Laver, dry","1991",1899,"swd"
"Korea, Republic of","Laver, nei","1991",424,"swd"
"Korea, Republic of","Other brown algae (laminaria, eisenia/ecklonia)","1991",1529,"swd"
"Korea, Republic of","Other red algae","1991",1403,"swd"
"Korea, Republic of","Other seaweeds and aquatic plants and products thereof","1991",6268,"swd"
"Korea, Republic of","Undaria pinnafitida (brown algae)","1991",74523,"swd"
"Kuwait","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Kyrgyzstan","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Lao People's Dem. Rep.","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Latvia","Agar agar nei","1991",,"swd"
"Latvia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Lebanon","Agar agar nei","1991",,"swd"
"Lebanon","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Lesotho","Agar agar nei","1991",,"swd"
"Lithuania","Agar agar nei","1991",,"swd"
"Lithuania","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Luxembourg","Agar agar nei","1991",,"swd"
"Luxembourg","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Macedonia, Fmr Yug Rp of","Agar agar nei","1991",,"swd"
"Macedonia, Fmr Yug Rp of","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Madagascar","Other edible seaweeds","1991",90,"swd"
"Madagascar","Other seaweeds and aquatic plants and products thereof","1991",107,"swd"
"Malaysia","Agar agar nei","1991",,"swd"
"Malaysia","Other inedible seaweeds","1991",,"swd"
"Malaysia","Other seaweeds and aquatic plants and products thereof","1991",220,"swd"
"Mauritania","Agar agar nei","1991",,"swd"
"Mauritius","Agar agar nei","1991",,"swd"
"Mauritius","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Mexico","Agar agar nei","1991",,"swd"
"Mexico","Other seaweeds and aquatic plants and products thereof","1991",1549,"swd"
"Moldova, Republic of","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Mongolia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Morocco","Agar agar nei","1991",,"swd"
"Morocco","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Mozambique","Agar agar nei","1991",,"swd"
"Mozambique","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Namibia","Agar agar nei","1991",,"swd"
"Namibia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Netherlands","Agar agar nei","1991",,"swd"
"Netherlands","Other seaweeds and aquatic plants and products thereof","1991",66,"swd"
"Netherlands Antilles","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"New Caledonia","Agar agar nei","1991",,"swd"
"New Caledonia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"New Zealand","Agar agar nei","1991",,"swd"
"New Zealand","Hizikia fusiforme (brown algae)","1991",,"swd"
"New Zealand","Other seaweeds and aquatic plants and products thereof","1991",49,"swd"
"Nicaragua","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Niger","Agar agar nei","1991",,"swd"
"Niger","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Nigeria","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Norway","Agar agar nei","1991",,"swd"
"Norway","Other seaweeds and aquatic plants and products thereof","1991",2325,"swd"
"Pakistan","Agar agar nei","1991",,"swd"
"Pakistan","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Palau","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Panama","Agar agar nei","1991",,"swd"
"Panama","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Peru","Agar agar nei","1991",,"swd"
"Peru","Other seaweeds and aquatic plants and products thereof","1991",242,"swd"
"Philippines","Agar agar nei","1991",,"swd"
"Philippines","Other seaweeds and aquatic plants and products thereof","1991",21245,"swd"
"Poland","Agar agar nei","1991",,"swd"
"Poland","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Portugal","Agar agar nei","1991",,"swd"
"Portugal","Other seaweeds and aquatic plants and products thereof","1991",2996,"swd"
"Romania","Agar agar nei","1991",,"swd"
"Romania","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Russian Federation","Agar agar nei","1991",,"swd"
"Russian Federation","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Saint Kitts and Nevis","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Saint Lucia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Saudi Arabia","Agar agar nei","1991",,"swd"
"Saudi Arabia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Senegal","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Serbia","Agar agar nei","1991",,"swd"
"Serbia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Serbia and Montenegro","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Seychelles","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Sierra Leone","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Singapore","Agar agar nei","1991",,"swd"
"Singapore","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Slovakia","Agar agar nei","1991",,"swd"
"Slovakia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Slovenia","Agar agar nei","1991",,"swd"
"Slovenia","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Solomon Islands","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"South Africa","Agar agar nei","1991",,"swd"
"South Africa","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Spain","Agar agar nei","1991",,"swd"
"Spain","Other seaweeds and aquatic plants and products thereof","1991",1202,"swd"
"Sri Lanka","Agar agar nei","1991",,"swd"
"Sri Lanka","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"St. Pierre and Miquelon","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Sudan (former)","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Swaziland","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Sweden","Agar agar nei","1991",,"swd"
"Sweden","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Switzerland","Agar agar nei","1991",,"swd"
"Switzerland","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Syrian Arab Republic","Agar agar nei","1991",,"swd"
"Syrian Arab Republic","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
"Taiwan Province of China","Agar agar nei","1991",,"swd"
"Taiwan Province of China","Carrageen (Chondrus crispus)","1991",0,"swd"
"Taiwan Province of China","Laver, nei","1991",,"swd"
"Taiwan Province of China","Other brown algae (laminaria, eisenia/ecklonia)","1991",,"swd"
"Taiwan Province of China","Other red algae","1991",,"swd"
"Taiwan Province of China","Other seaweeds and aquatic plants and products thereof","1991",,"swd"
