am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,spp_group,spatial_source,cat_code,cat_score,pop_trend,trend_score
Fis-52481,21130837,NA,NA,Lesueurigobius koumansi,NA,am,LC,0,unknown,NA
NA,21130857,NA,NA,Nematogobius brachynemus,NA,NA,LC,0,NA,NA
Fis-25460,21130938,NA,NA,Thorogobius angolensis,NA,am,LC,0,unknown,NA
Fis-52528,21130959,NA,NA,Thorogobius rofeni,NA,am,LC,0,unknown,NA
Fis-52531,21130979,NA,NA,Vanneaugobius canariensis,NA,am,LC,0,unknown,NA
Fis-27600,21131347,NA,NA,Wheelerigobius maltzani,NA,am,LC,0,stable,0
NA,21131356,NA,NA,Wheelerigobius wirtzi,NA,NA,LC,0,NA,NA
Fis-51816,21131962,NA,NA,Girella zonata,NA,am,VU,0.4,unknown,NA
Fis-24723,21132053,NA,NA,Labrisomus nuchipinnis,NA,am,LC,0,unknown,NA
NA,21132133,NA,NA,Microdesmus aethiopicus,NA,NA,LC,0,NA,NA
NA,21132139,NA,NA,Microdesmus africanus,NA,NA,DD,NA,NA,NA
Fis-33813,21132290,NA,NA,Bembrops greyi,NA,am,LC,0,unknown,NA
Fis-25387,21132305,NA,NA,Bembrops heterurus,NA,am,LC,0,unknown,NA
Fis-22877,21132319,NA,NA,Galeoides decadactylus,NA,am,NT,0.2,unknown,NA
Fis-22929,21132344,NA,NA,Pentanemus quinquarius,NA,am,VU,0.4,decreasing,-0.5
Fis-115175,21132355,NA,NA,Polydactylus quadrifilis,NA,am,LC,0,stable,0
Fis-30979,21132418,NA,NA,Scombrolabrax heterolepis,NA,am,LC,0,decreasing,-0.5
NA,21132559,21132559,NA,Meganthias carpenteri,MARINEFISH_PART_2,iucn,DD,NA,NA,NA
NA,21132575,21132575,NA,Pseudogramma guineensis,MARINEFISH_PART_2,iucn,LC,0,unknown,NA
Fis-25426,21132618,21132618,NA,Serranus accraensis,MARINEFISH_PART_1,iucn,LC,0,unknown,NA
Fis-35644,21132622,21132622,NA,Serranus sanctaehelenae,MARINEFISH_PART_3,iucn,LC,0,unknown,NA
Fis-25457,21132654,21132654,NA,Serranus africanus,MARINEFISH_PART_2,iucn,LC,0,unknown,NA
Fis-31201,21132659,NA,NA,Trachinus armatus,NA,am,LC,0,unknown,NA
Fis-31202,21132662,NA,NA,Trachinus collignoni,NA,am,DD,NA,NA,NA
NA,21132665,NA,NA,Trachinus lineolatus,NA,NA,LC,0,NA,NA
NA,21132668,NA,NA,Trachinus pellegrini,NA,NA,LC,0,NA,NA
Fis-32889,21132672,NA,NA,Aphanopus intermedius,NA,am,LC,0,unknown,NA
Fis-32952,21132679,NA,NA,Lepidopus dubius,NA,am,LC,0,unknown,NA
Fis-31207,21132707,NA,NA,Uranoscopus albesca,NA,am,LC,0,unknown,NA
Fis-31208,21132710,NA,NA,Uranoscopus cadenati,NA,am,LC,0,unknown,NA
Fis-117109,21132724,NA,NA,Pachycara crossacanthum,NA,am,LC,0,unknown,NA
NA,21132730,NA,NA,Monognathus jesperseni,NA,NA,DD,NA,NA,NA
Fis-33184,21132733,NA,NA,Monognathus taningi,NA,am,DD,NA,NA,NA
Fis-33182,21132774,NA,NA,Saccopharynx ramosus,NA,am,LC,0,unknown,NA
Fis-33152,21132808,NA,NA,Melamphaes eulepis,NA,am,LC,0,unknown,NA
Fis-33153,21132815,NA,NA,Melamphaes hubbsi,NA,am,DD,NA,NA,NA
Fis-33154,21132819,NA,NA,Melamphaes leprus,NA,am,LC,0,unknown,NA
Fis-50301,21132822,NA,NA,Melamphaes simus,NA,am,LC,0,unknown,NA
Fis-33740,21132825,NA,NA,Cyclothone obscura,NA,am,LC,0,unknown,NA
Fis-58515,21132828,NA,NA,Gonostoma atlanticum,NA,am,LC,0,stable,0
Fis-26851,21132839,NA,NA,Triplophos hemingi,NA,am,LC,0,unknown,NA
Fis-27696,21132848,NA,NA,Phosichthys argenteus,NA,am,LC,0,unknown,NA
Fis-32658,21132856,NA,NA,Yarrella blackfordi,NA,am,LC,0,stable,0
Fis-32332,21132859,NA,NA,Argyropelecus sladeni,NA,am,LC,0,unknown,NA
Fis-33795,21132879,NA,NA,Polyipnus polli,NA,am,LC,0,unknown,NA
Fis-125887,21132882,NA,NA,Maurolicus walvisensis,NA,am,LC,0,unknown,NA
Fis-34847,21132898,NA,NA,Aristostomias polydactylus,NA,am,LC,0,unknown,NA
Fis-34849,21132901,NA,NA,Aristostomias xenostoma,NA,am,LC,0,unknown,NA
Fis-34774,21132906,NA,NA,Astronesthes caulophorus,NA,am,LC,0,unknown,NA
Fis-33819,21132910,NA,NA,Astronesthes indicus,NA,am,LC,0,unknown,NA
Fis-34778,21132914,NA,NA,Astronesthes micropogon,NA,am,LC,0,unknown,NA
Fis-34790,21132928,NA,NA,Bathophilus brevis,NA,am,LC,0,unknown,NA
Fis-28185,21132935,NA,NA,Bathophilus longipinnis,NA,am,LC,0,unknown,NA
Fis-34792,21132953,NA,NA,Bathophilus pawneei,NA,am,LC,0,unknown,NA
Fis-25477,21132963,NA,NA,Borostomias elucens,NA,am,LC,0,unknown,NA
Fis-34786,21132976,NA,NA,Chauliodus minimus,NA,am,LC,0,unknown,NA
Fis-31402,21132979,NA,NA,Chauliodus schmidti,NA,am,LC,0,unknown,NA
Fis-34805,21132986,NA,NA,Eustomias enbarbatus,NA,am,LC,0,unknown,NA
Fis-34806,21132989,NA,NA,Eustomias fissibarbis,NA,am,LC,0,unknown,NA
Fis-34813,21133003,NA,NA,Eustomias melanonema,NA,am,LC,0,unknown,NA
Fis-34816,21133006,NA,NA,Eustomias patulus,NA,am,DD,NA,NA,NA
NA,21133013,NA,NA,Eustomias triramis,NA,NA,LC,0,NA,NA
Fis-49752,21133018,NA,NA,Grammatostomias dentatus,NA,am,LC,0,unknown,NA
Fis-34782,21133028,NA,NA,Heterophotus ophistoma,NA,am,LC,0,unknown,NA
Fis-32106,21133032,NA,NA,Idiacanthus atlanticus,NA,am,LC,0,unknown,NA
Fis-28200,21133050,NA,NA,Melanostomias tentaculatus,NA,am,LC,0,unknown,NA
Fis-49750,21133058,NA,NA,Neonesthes microcephalus,NA,am,LC,0,unknown,NA
NA,21133064,NA,NA,Odontostomias masticopogon,NA,NA,LC,0,NA,NA
Fis-31322,21133067,NA,NA,Odontostomias micropogon,NA,am,LC,0,unknown,NA
Fis-27695,21133091,NA,NA,Photonectes braueri,NA,am,LC,0,unknown,NA
Fis-28203,21133108,NA,NA,Photonectes margarita,NA,am,LC,0,unknown,NA
Fis-34838,21133116,NA,NA,Photonectes mirabilis,NA,am,LC,0,unknown,NA
Fis-33797,21133121,NA,NA,Stomias affinis,NA,am,LC,0,unknown,NA
Fis-34789,21133131,NA,NA,Stomias lampropeltis,NA,am,LC,0,unknown,NA
Fis-34842,21133167,NA,NA,Thysanactis dentex,NA,am,LC,0,unknown,NA
Fis-33222,21133172,NA,NA,Aulostomus strigosus,NA,am,LC,0,unknown,NA
Fis-51129,21133184,NA,NA,Cosmocampus retropinnis,NA,am,DD,NA,NA,NA
Fis-33207,21133190,NA,NA,Allocyttus guineensis,NA,am,LC,0,unknown,NA
Fis-27309,21133195,NA,NA,Allocyttus verrucosus,NA,am,LC,0,stable,0
Fis-25432,21133207,NA,NA,Zenion hololepis,NA,am,LC,0,stable,0
NA,21344492,NA,NA,Hordeum fuegianum,NA,NA,LC,0,NA,NA
NA,21344938,NA,NA,Hordeum patagonicum,NA,NA,LC,0,NA,NA
NA,22678576,22678576,NA,Macrocephalon maleo,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22678588,22678588,NA,Megapodius cumingii,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22678611,22678611,NA,Megapodius eremita,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22678620,22678620,NA,Megapodius laperouse,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22678625,22678625,NA,Megapodius pritchardii,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22678632,22678632,NA,Eulipoa wallacei,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22679770,22679770,NA,Dendrocygna arborea,BOTW_marine,iucn,VU,0.4,increasing,0.5
NA,22679814,22679814,NA,Oxyura leucocephala,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22679830,22679830,NA,Biziura lobata,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22679836,22679836,NA,Stictonetta naevosa,BOTW_marine,iucn,LC,0,stable,0
NA,22679839,22679839,NA,Cygnus olor,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22679843,22679843,NA,Cygnus atratus,BOTW_marine,iucn,LC,0,stable,0
NA,22679846,22679846,NA,Cygnus melancoryphus,BOTW_marine,iucn,LC,0,stable,0
NA,22679859,22679859,NA,Cygnus buccinator,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22679869,22679869,NA,Anser cygnoid,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22679872,22679872,NA,Anser brachyrhynchus,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22679881,22679881,NA,Anser albifrons,BOTW_marine,iucn,LC,0,unknown,NA
NA,22679896,22679896,NA,Anser caerulescens,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22679919,22679919,NA,Anser canagicus,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22679943,22679943,NA,Branta leucopsis,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22679946,22679946,NA,Branta bernicla,BOTW_marine,iucn,LC,0,unknown,NA
NA,22679954,22679954,NA,Branta ruficollis,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22679958,22679958,NA,Cereopsis novaehollandiae,BOTW_marine,iucn,LC,0,stable,0
NA,22679978,22679978,NA,Chloephaga hybrida,BOTW_marine,iucn,LC,0,stable,0
NA,22680011,22680011,NA,Tadorna tadornoides,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22680015,22680015,NA,Tadorna variegata,BOTW_marine,iucn,LC,0,stable,0
NA,22680021,22680021,NA,Tadorna cristata,BOTW_marine,iucn,CR,0.8,unknown,NA
NA,22680024,22680024,NA,Tadorna tadorna,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22680029,22680029,NA,Radjah radjah,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-175220,22680033,22680033,NA,Tachyeres pteneres,BOTW_marine,iucn,LC,0,stable,0
ITS-553910,22680038,22680038,NA,Tachyeres leucocephalus,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
ITS-553911,22680047,22680047,NA,Tachyeres brachypterus,BOTW_marine,iucn,LC,0,stable,0
ITS-175219,22680052,22680052,NA,Tachyeres patachonicus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680086,22680086,NA,Nettapus pulchellus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680130,22680130,NA,Lophonetta specularioides,BOTW_marine,iucn,LC,0,stable,0
NA,22680145,22680145,NA,Anas capensis,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22680153,22680153,NA,Mareca falcata,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22680157,22680157,NA,Mareca penelope,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680163,22680163,NA,Mareca americana,BOTW_marine,iucn,LC,0,stable,0
NA,22680170,22680170,NA,Anas sparsa,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680174,22680174,NA,Anas rubripes,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680178,22680178,NA,Anas fulvigula,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680199,22680199,NA,Anas wyvilliana,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22680203,22680203,NA,Anas laysanensis,BOTW_marine,iucn,CR,0.8,increasing,0.5
NA,22680214,22680214,NA,Anas luzonica,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22680217,NA,NA,Anas superciliosa,NA,NA,LC,0,NA,NA
NA,22680221,22680221,NA,Anas undulata,BOTW_marine,iucn,LC,0,stable,0
NA,22680229,22680229,NA,Spatula discors,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680236,22680236,NA,Spatula smithii,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22680240,22680240,NA,Spatula platalea,BOTW_marine,iucn,LC,0,stable,0
NA,22680243,22680243,NA,Spatula rhynchotis,BOTW_marine,iucn,LC,0,stable,0
NA,22680247,22680247,NA,Spatula clypeata,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680252,22680252,NA,Anas bernieri,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22680271,22680271,NA,Anas gracilis,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680277,22680277,NA,Anas castanea,BOTW_marine,iucn,LC,0,stable,0
NA,22680280,22680280,NA,Anas aucklandica,BOTW_marine,iucn,VU,0.4,stable,0
NA,22680287,22680287,NA,Anas bahamensis,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680301,22680301,NA,Anas acuta,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680306,22680306,NA,Anas eatoni,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22680310,22680310,NA,Anas georgica,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680313,22680313,NA,Spatula querquedula,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680339,22680339,NA,Marmaronetta angustirostris,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22680358,22680358,NA,Aythya ferina,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22680364,22680364,NA,Aythya valisineria,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680367,22680367,NA,Aythya americana,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22680373,22680373,NA,Aythya nyroca,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22680387,22680387,NA,Aythya australis,BOTW_marine,iucn,LC,0,stable,0
NA,22680391,22680391,NA,Aythya fuligula,BOTW_marine,iucn,LC,0,stable,0
NA,22680398,22680398,NA,Aythya marila,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680402,22680402,NA,Aythya affinis,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-175155,22680405,22680405,NA,Somateria mollissima,BOTW_marine,iucn,NT,0.2,unknown,NA
ITS-175160,22680409,22680409,NA,Somateria spectabilis,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-175161,22680412,22680412,NA,Somateria fischeri,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-175153,22680415,22680415,NA,Polysticta stelleri,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22680418,22680418,NA,Camptorhynchus labradorius,BOTW_marine,iucn,EX,1,NA,NA
ITS-175149,22680423,22680423,NA,Histrionicus histrionicus,BOTW_marine,iucn,LC,0,increasing,0.5
ITS-175147,22680427,22680427,NA,Clangula hyemalis,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
ITS-175170,22680441,22680441,NA,Melanitta perspicillata,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-175141,22680455,22680455,NA,Bucephala clangula,BOTW_marine,iucn,LC,0,stable,0
ITS-175144,22680459,22680459,NA,Bucephala islandica,BOTW_marine,iucn,LC,0,increasing,0.5
ITS-175145,22680462,22680462,NA,Bucephala albeola,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22680465,22680465,NA,Mergellus albellus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22680472,22680472,NA,Lophodytes cucullatus,BOTW_marine,iucn,LC,0,increasing,0.5
ITS-175187,22680485,22680485,NA,Mergus serrator,BOTW_marine,iucn,LC,0,stable,0
NA,22680488,22680488,NA,Mergus squamatus,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22680492,22680492,NA,Mergus merganser,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22680496,22680496,NA,Mergus australis,BOTW_marine,iucn,EX,1,NA,NA
NA,22680683,22680683,NA,Jynx torquilla,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22681885,22681885,NA,Trachyphonus margaritatus,BOTW_marine,iucn,LC,0,stable,0
NA,22683027,22683027,NA,Alcedo atthis,BOTW_marine,iucn,LC,0,unknown,NA
NA,22683033,22683033,NA,Alcedo semitorquata,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683037,22683037,NA,Alcedo quadribrachys,BOTW_marine,iucn,LC,0,stable,0
NA,22683042,22683042,NA,Alcedo meninting,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683045,22683045,NA,Ceyx azureus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683093,22683093,NA,Corythornis vintsioides,BOTW_marine,iucn,LC,0,stable,0
NA,22683099,22683099,NA,Corythornis thomensis,BOTW_marine,iucn,LC,0,stable,0
NA,22683106,22683106,NA,Corythornis nais,BOTW_marine,iucn,LC,0,stable,0
NA,22683112,22683112,NA,Corythornis leucogaster,BOTW_marine,iucn,LC,0,stable,0
NA,22683117,22683117,NA,Alcedo coerulescens,BOTW_marine,iucn,LC,0,stable,0
NA,22683213,22683213,NA,Pelargopsis amauroptera,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22683227,22683227,NA,Pelargopsis capensis,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683230,22683230,NA,Pelargopsis melanorhyncha,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683249,22683249,NA,Halcyon pileata,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683265,22683265,NA,Halcyon senegaloides,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683368,22683368,NA,Todiramphus recurvirostris,BOTW_marine,iucn,LC,0,unknown,NA
NA,22683399,NA,NA,Todiramphus chloris,NA,NA,LC,0,NA,NA
NA,22683422,22683422,NA,Todiramphus saurophagus,BOTW_marine,iucn,LC,0,stable,0
NA,22683442,22683442,NA,Todiramphus sanctus,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22683616,22683616,NA,Megaceryle maxima,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22683634,22683634,NA,Megaceryle torquata,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22683645,22683645,NA,Ceryle rudis,BOTW_marine,iucn,LC,0,unknown,NA
NA,22683649,22683649,NA,Chloroceryle amazona,BOTW_marine,iucn,LC,0,stable,0
NA,22683652,22683652,NA,Chloroceryle americana,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22683710,22683710,NA,Merops revoilii,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22683740,22683740,NA,Merops persicus,BOTW_marine,iucn,LC,0,stable,0
NA,22683744,22683744,NA,Merops superciliosus,BOTW_marine,iucn,LC,0,stable,0
NA,22683982,22683982,NA,Chalcites basalis,BOTW_marine,iucn,LC,0,stable,0
NA,22685200,22685200,NA,Neophema petrophila,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22685203,22685203,NA,Neophema chrysogaster,BOTW_marine,iucn,CR,0.8,decreasing,-0.5
NA,22686806,22686806,NA,Apus unicolor,BOTW_marine,iucn,LC,0,unknown,NA
NA,22686815,22686815,NA,Apus pallidus,BOTW_marine,iucn,LC,0,stable,0
NA,22686831,22686831,NA,Apus berliozi,BOTW_marine,iucn,LC,0,stable,0
NA,22686839,22686839,NA,Apus balstoni,BOTW_marine,iucn,LC,0,stable,0
NA,22688175,22688175,NA,Doricha eliza,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22689032,22689032,NA,Scotopelia peli,BOTW_marine,iucn,LC,0,stable,0
NA,22689535,22689535,NA,Asio capensis,BOTW_marine,iucn,LC,0,stable,0
NA,22689714,22689714,NA,Chordeiles minor,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22689906,22689906,NA,Caprimulgus mahrattensis,BOTW_marine,iucn,LC,0,stable,0
NA,22689972,22689972,NA,Caprimulgus natalensis,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22689985,22689985,NA,Caprimulgus affinis,BOTW_marine,iucn,LC,0,stable,0
NA,22692073,22692073,NA,Antigone vipio,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22692109,22692109,NA,Anthropoides paradiseus,BOTW_marine,iucn,VU,0.4,stable,0
NA,22692146,22692146,NA,Grus grus,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22692151,22692151,NA,Grus monacha,BOTW_marine,iucn,VU,0.4,increasing,0.5
NA,22692156,22692156,NA,Grus americana,BOTW_marine,iucn,EN,0.6,increasing,0.5
NA,22692167,22692167,NA,Grus japonensis,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22692353,22692353,NA,Laterallus jamaicensis,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22692384,22692384,NA,Gallirallus australis,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22692425,22692425,NA,Hypotaenidia philippensis,BOTW_marine,iucn,LC,0,stable,0
NA,22692476,22692476,NA,Rallus wetmorei,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22692521,22692521,NA,Lewinia pectoralis,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22692535,22692535,NA,Dryolimnas cuvieri,BOTW_marine,iucn,LC,0,stable,0
NA,22692667,22692667,NA,Zapornia pusilla,BOTW_marine,iucn,LC,0,unknown,NA
NA,22692680,22692680,NA,Porzana fluminea,BOTW_marine,iucn,LC,0,unknown,NA
NA,22692687,22692687,NA,Porzana spiloptera,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22692705,22692705,NA,Zapornia tabuensis,BOTW_marine,iucn,LC,0,unknown,NA
NA,22692708,22692708,NA,Zapornia monasa,BOTW_marine,iucn,EX,1,NA,NA
NA,22692723,22692723,NA,Amaurornis cinerea,BOTW_marine,iucn,LC,0,unknown,NA
NA,22692778,22692778,NA,Eulabeornis castaneoventris,BOTW_marine,iucn,LC,0,unknown,NA
NA,22692907,22692907,NA,Fulica cristata,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22692913,22692913,NA,Fulica atra,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22692920,22692920,NA,Fulica alai,BOTW_marine,iucn,VU,0.4,stable,0
NA,22693097,22693097,NA,Gallinago gallinago,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693102,22693102,NA,Gallinago nigripennis,BOTW_marine,iucn,LC,0,unknown,NA
NA,22693133,22693133,NA,Lymnocryptes minimus,BOTW_marine,iucn,LC,0,stable,0
NA,22693150,22693150,NA,Limosa limosa,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693154,22693154,NA,Limosa haemastica,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693158,22693158,NA,Limosa lapponica,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693162,22693162,NA,Limosa fedoa,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-176599,22693178,22693178,NA,Numenius phaeopus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693182,22693182,NA,Numenius tahitiensis,BOTW_marine,iucn,VU,0.4,decreasing,-0.5
NA,22693185,22693185,NA,Numenius tenuirostris,BOTW_marine,iucn,CR,0.8,decreasing,-0.5
NA,22693190,22693190,NA,Numenius arquata,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693195,22693195,NA,Numenius americanus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693199,22693199,NA,Numenius madagascariensis,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22693207,22693207,NA,Tringa erythropus,BOTW_marine,iucn,LC,0,stable,0
NA,22693211,22693211,NA,Tringa totanus,BOTW_marine,iucn,LC,0,unknown,NA
NA,22693216,22693216,NA,Tringa stagnatilis,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-176624,22693220,22693220,NA,Tringa nebularia,BOTW_marine,iucn,LC,0,stable,0
NA,22693225,22693225,NA,Tringa guttifer,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
NA,22693231,22693231,NA,Tringa melanoleuca,BOTW_marine,iucn,LC,0,stable,0
NA,22693235,22693235,NA,Tringa flavipes,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693251,22693251,NA,Xenus cinereus,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-176613,22693264,22693264,NA,Actitis hypoleucos,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693277,22693277,NA,Actitis macularius,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693289,22693289,NA,Tringa brevipes,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693305,22693305,NA,Tringa incana,BOTW_marine,iucn,LC,0,stable,0
NA,22693319,22693319,NA,Tringa semipalmata,BOTW_marine,iucn,LC,0,stable,0
NA,22693336,22693336,NA,Arenaria interpres,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693341,22693341,NA,Arenaria melanocephala,BOTW_marine,iucn,LC,0,stable,0
NA,22693344,22693344,NA,Limnodromus griseus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693348,22693348,NA,Limnodromus scolopaceus,BOTW_marine,iucn,LC,0,unknown,NA
NA,22693351,22693351,NA,Limnodromus semipalmatus,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693356,22693356,NA,Calidris virgata,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693359,22693359,NA,Calidris tenuirostris,BOTW_marine,iucn,EN,0.6,decreasing,-0.5
ITS-176642,22693363,22693363,NA,Calidris canutus,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
ITS-176669,22693369,22693369,NA,Calidris alba,BOTW_marine,iucn,LC,0,unknown,NA
NA,22693373,22693373,NA,Calidris pusilla,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693376,22693376,NA,Calidris mauri,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693379,22693379,NA,Calidris minuta,BOTW_marine,iucn,LC,0,increasing,0.5
NA,22693383,22693383,NA,Calidris ruficollis,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693388,22693388,NA,Calidris temminckii,BOTW_marine,iucn,LC,0,unknown,NA
NA,22693392,22693392,NA,Calidris subminuta,BOTW_marine,iucn,LC,0,unknown,NA
NA,22693396,22693396,NA,Calidris minutilla,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693399,22693399,NA,Calidris fuscicollis,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693404,22693404,NA,Calidris bairdii,BOTW_marine,iucn,LC,0,stable,0
NA,22693408,22693408,NA,Calidris melanotos,BOTW_marine,iucn,LC,0,stable,0
NA,22693414,22693414,NA,Calidris acuminata,BOTW_marine,iucn,LC,0,stable,0
NA,22693420,22693420,NA,Calidris maritima,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693424,22693424,NA,Calidris ptilocnemis,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-176661,22693427,22693427,NA,Calidris alpina,BOTW_marine,iucn,LC,0,decreasing,-0.5
ITS-176660,22693431,22693431,NA,Calidris ferruginea,BOTW_marine,iucn,NT,0.2,decreasing,-0.5
NA,22693452,22693452,NA,Calidris pygmaea,BOTW_marine,iucn,CR,0.8,decreasing,-0.5
NA,22693464,22693464,NA,Calidris falcinellus,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693468,22693468,NA,Calidris pugnax,BOTW_marine,iucn,LC,0,decreasing,-0.5
NA,22693472,22693472,NA,Steganopus tricolor,BOTW_marine,iucn,LC,0,increasing,0.5
