code,iso,country,ACSAT.1990,ACSAT.1991,ACSAT.1992,ACSAT.1993,ACSAT.1994,ACSAT.1995,ACSAT.1996,ACSAT.1997,ACSAT.1998,ACSAT.1999,ACSAT.2000,ACSAT.2001,ACSAT.2002,ACSAT.2003,ACSAT.2004,ACSAT.2005,ACSAT.2006,ACSAT.2007,ACSAT.2008,ACSAT.2009,ACSAT.2010,ACSAT.2011
826,GBR,United Kingdom,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
840,USA,United States of America,99.5029326,99.5076943,99.5124098,99.5170601,99.5216636,99.5262142,99.5307179,99.5351561,99.5395467,99.5438844,99.5481743,99.5523291,99.5563691,99.5602906,99.564097,99.56779,99.5713727,99.5748473,99.578216,99.5814821,99.584647,99.5877134
850,VIR,United States Virgin Islands,96.4001046,96.4002393,96.3998237,96.4003228,96.4003388,96.3996711,96.3996801,96.399544,96.3997707,96.4003471,96.4003649,96.4001251,96.3996218,96.4003592,96.3997438,96.4000622,96.4003985,96.4000037,96.3997915,96.3997949,96.4000147,96.4004189
858,URY,Uruguay,95.1815979,95.2184189,95.2543505,95.2891926,95.3231248,95.5621097,95.7951741,96.0116857,96.2265608,96.4398042,96.6514375,96.8614447,97.069928,97.2768997,97.4823619,97.6862805,97.8886842,98.0896877,98.2893137,98.4876054,98.6846597,98.8805056
860,UZB,Uzbekistan,83.718559,83.6510379,83.5836287,83.5165991,83.4496943,84.6473573,85.8560497,87.0925738,88.3517625,89.61505,90.8824081,92.1523646,93.4268876,94.705991,95.989659,97.2778983,98.5706765,99.8679738,100,100,100,100
548,VUT,Vanuatu,-8888,-8888,35.4395569,35.4929718,35.5479927,35.6031926,35.6589418,37.1624905,38.6634147,40.1607822,41.6519879,43.1377411,44.6202873,46.1003761,47.5771182,49.0510016,50.5217752,51.9891895,53.4535456,54.9142393,56.3719742,57.8265525
862,VEN,Venezuela,82.0473649,82.7526262,83.4719579,84.1735331,84.8590475,85.5287036,86.1833738,86.822712,87.448196,88.0600788,88.6591485,89.2452088,89.8195236,90.3774744,90.5156161,90.6438547,90.7628819,90.8733156,-8888,-8888,-8888,-8888
704,VNM,Viet Nam,37.1325696,38.9130074,40.69266,42.4767252,44.2599349,46.0351386,47.8093362,49.5819658,51.3534822,53.1344079,54.9466448,56.757114,58.5664012,60.3741637,62.1805216,63.9846613,65.7871644,67.5876821,69.3863285,71.1822797,72.9749457,74.7639742
876,WLF,Wallis and Futuna Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
732,ESH,Western Sahara,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,YEM,Yemen,23.6993846,25.2830848,26.8735588,28.4694111,30.0720117,31.643092,33.1868744,34.7338666,36.2852391,37.8405687,39.4002467,40.9629844,42.5299967,44.1008336,45.6758891,47.2537977,48.8351504,50.4194379,52.006579,52.3370456,52.6701201,53.0057283
894,ZMB,Zambia,41.638765,41.5302631,41.4076981,41.2904756,41.1779722,41.0703859,40.9675209,40.8699188,40.7770125,40.6889815,40.6056249,40.6921647,40.8451101,40.9949443,41.1417654,41.2850926,41.4253234,41.5622762,41.6960483,41.8261807,41.9530476,42.0764842
716,ZWE,Zimbabwe,40.4670289,40.5101498,40.5555944,40.541295,40.5184644,40.4961688,40.4744986,40.4531528,40.432428,40.4122018,40.392592,40.373256,40.3545078,40.3362305,40.3194522,40.303958,40.2898563,40.2771679,40.2658771,40.2559982,40.2475243,40.2404649
